"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"arcA","","Arginine deiminase","18","96","138","78","11.538461538461538","44.827586206896555","0.10597826086956522","1.1660875738984217e-17","6.043015634213791e-13","2.5179231809224128e-14","10","5","6","0.7539062500000002","1.0"
"bglF","","beta-glucoside PTS permease BglF - cryptic","24","105","132","69","15.384615384615385","39.6551724137931","0.11948051948051948","1.45410461241153e-17","7.535606332900272e-13","3.0142425331601087e-14","15","4","11","0.11846923828124997","0.11846923828124997"
"argI_2","","ornithine carbamoyltransferase chain I","17","94","139","80","10.897435897435898","45.97701149425287","0.10408694321138834","1.6926766703049118e-17","8.771958308521145e-13","3.248873447600424e-14","13","7","7","0.9999999999999999","0.9999999999999999"
"group_26460","tabA_1","toxin-antitoxin biofilm protein","17","94","139","80","10.897435897435898","45.97701149425287","0.10408694321138834","1.6926766703049118e-17","8.771958308521145e-13","3.248873447600424e-14","13","7","7","0.9999999999999999","0.9999999999999999"
"sra","","30S ribosomal subunit protein S22","137","77","19","97","87.82051282051282","55.74712643678161","9.08339029391661","1.8862175344192585e-17","9.774945128620923e-13","3.2583150428736416e-14","6","4","2","0.6875000000000002","0.6875000000000002"
"group_18856","","hypothetical protein","19","97","137","77","12.179487179487179","44.252873563218394","0.11009105275039506","1.8862175344192588e-17","9.774945128620925e-13","3.2583150428736416e-14","6","4","4","0.6875000000000002","0.6875000000000002"
"gadB_2","","glutamate decarboxylase B subunit","19","97","137","77","12.179487179487179","44.252873563218394","0.11009105275039506","1.8862175344192588e-17","9.774945128620925e-13","3.2583150428736416e-14","30","17","20","0.09873714670538908","0.5846647117286928"
"group_5586","ygfI","putative DNA-binding transcriptional regulator LYSR-type","131","68","25","106","83.97435897435898","60.91954022988506","8.168235294117647","2.032143305783935e-17","1.0531176253564087e-12","3.3971536301819634e-14","18","11","10","0.48068237304687483","0.8145294189453123"
"group_7577","aroC","chorismate synthase","20","99","136","75","12.82051282051282","43.103448275862064","0.11140819964349376","2.1636089061662193e-17","1.1212470434425198e-12","3.5038970107578745e-14","9","4","7","0.17968750000000003","1.0"
"argR_2","","ArgR-arg","18","95","138","79","11.538461538461538","45.40229885057471","0.10846681922196796","2.7655766602360914e-17","1.4332047926341496e-12","4.215308213629852e-14","11","6","6","0.9999999999999997","0.9999999999999997"
"yfcC_1","","putative inner membrane protein; putative S-transferase","18","95","138","79","11.538461538461538","45.40229885057471","0.10846681922196796","2.7655766602360914e-17","1.4332047926341496e-12","4.215308213629852e-14","11","6","6","0.9999999999999997","0.9999999999999997"
"group_403","cbeA_2","CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system","73","12","83","162","46.794871794871796","93.10344827586206","11.873493975903614","2.957673367352149e-17","1.532755069162904e-12","4.379300197608297e-14","24","17","9","0.06391465663909912","0.3074562549591064"
"gadB","","glutamate decarboxylase B subunit","67","9","89","165","42.94871794871795","94.82758620689656","13.801498127340825","4.329143391136251e-17","2.2434919795885394e-12","5.899416231172345e-14","18","14","6","0.0308837890625","0.23788452148437486"
"group_20984","sra","30S ribosomal subunit protein S22","19","96","137","78","12.179487179487179","44.827586206896555","0.11268248175182481","4.4396741411288706e-17","2.3007723301572145e-12","5.899416231172345e-14","5","2","3","1.0","1.0"
"yfcP","","putative fimbrial-like adhesin protein","19","96","137","78","12.179487179487179","44.827586206896555","0.11268248175182481","4.4396741411288706e-17","2.3007723301572145e-12","5.899416231172345e-14","4","2","3","0.625","1.0"
"group_10329","","hypothetical protein","19","96","137","78","12.179487179487179","44.827586206896555","0.11268248175182481","4.4396741411288706e-17","2.3007723301572145e-12","5.899416231172345e-14","3","1","2","1.0","1.0"
"group_16829","","hypothetical protein","18","94","138","80","11.538461538461538","45.97701149425287","0.11100832562442182","6.508261862047115e-17","3.372776544768676e-12","8.43194136192169e-14","10","5","6","0.7539062500000002","1.0"
"group_19744","","hypothetical protein","86","22","70","152","55.12820512820513","87.35632183908046","8.488311688311688","8.343208938428968e-17","4.323701168162044e-12","1.0074346698638282e-13","10","7","4","0.3437499999999999","0.7539062500000002"
"group_4868","","hypothetical protein","63","7","93","167","40.38461538461539","95.97701149425288","16.161290322580644","8.359163075110397e-17","4.331969080414461e-12","1.0074346698638282e-13","21","17","4","0.0071973800659179705","0.0071973800659179705"
"group_10638","","hypothetical protein","63","7","93","167","40.38461538461539","95.97701149425288","16.161290322580644","8.359163075110397e-17","4.331969080414461e-12","1.0074346698638282e-13","20","18","4","0.0004024505615234376","0.011817932128906248"
"intA","","CP4-57 prophage; integrase","90","25","66","149","57.692307692307686","85.63218390804597","8.127272727272727","9.267163564764799e-17","4.8025221741680615e-12","1.0837171216941382e-13","7","5","2","0.4531249999999996","0.4531249999999996"
"group_16375","prfA_2","peptide chain release factor RF1","113","47","43","127","72.43589743589743","72.98850574712644","7.100940128649183","9.85913954249069e-17","5.10930188510495e-12","1.0837171216941382e-13","27","18","11","0.12207812070846553","0.44206833839416504"
"prfA_2","","peptide chain release factor RF1","44","128","112","46","28.205128205128204","26.436781609195403","0.14118303571428573","9.920912455454395e-17","5.141314461790131e-12","1.0837171216941382e-13","28","11","19","0.08715855330228804","0.34492845088243484"
"tusC","","sulfur transfer protein complex, TusC subunit","48","132","108","42","30.76923076923077","24.137931034482758","0.1414141414141414","1.0075882221691076e-16","5.221624443746966e-12","1.0837171216941382e-13","48","26","28","0.3123268074732695","0.6654658120766195"
"group_9415","","hypothetical protein","48","132","108","42","30.76923076923077","24.137931034482758","0.1414141414141414","1.0075882221691076e-16","5.221624443746966e-12","1.0837171216941382e-13","48","26","28","0.3123268074732695","0.6654658120766195"
"group_7317","","hypothetical protein","98","32","58","142","62.82051282051282","81.60919540229885","7.497844827586207","1.0400901730809027e-16","5.390059303957162e-12","1.0837171216941382e-13","26","13","16","0.32693958282470703","1.0"
"ldrD_1","","LdrD peptide of the LdrD-RdlD toxin-antitoxin system","102","36","54","138","65.38461538461539","79.3103448275862","7.2407407407407405","1.0455947375626055e-16","5.418585608470691e-12","1.0837171216941382e-13","39","28","21","0.009475304279476411","0.7492586247608415"
"group_14679","","hypothetical protein","16","90","140","84","10.256410256410255","48.275862068965516","0.10666666666666667","1.3770950615657088e-16","7.136519737551973e-12","1.372407641836918e-13","6","5","4","0.21875000000000003","0.6875000000000002"
"group_49550","","hypothetical protein","16","90","140","84","10.256410256410255","48.275862068965516","0.10666666666666667","1.3770950615657088e-16","7.136519737551973e-12","1.372407641836918e-13","6","5","4","0.21875000000000003","0.6875000000000002"
"yfcR","","putative fimbrial-like adhesin protein","18","93","138","81","11.538461538461538","46.55172413793103","0.11360448807854137","1.5199253077258564e-16","7.876708922227706e-12","1.4586498004125382e-13","1","1","1","1.0","1.0"
"yfcQ","","putative fimbrial-like adhesin protein","18","93","138","81","11.538461538461538","46.55172413793103","0.11360448807854137","1.5199253077258564e-16","7.876708922227706e-12","1.4586498004125382e-13","1","1","1","1.0","1.0"
"group_2644","","hypothetical protein","21","98","135","76","13.461538461538462","43.67816091954023","0.12063492063492064","1.795157309892463e-16","9.303043727055711e-12","1.6914624958283112e-13","9","7","5","0.17968750000000003","1.0"
"group_13352","","hypothetical protein","62","7","94","167","39.743589743589745","95.97701149425288","15.735562310030396","2.00525228427627e-16","1.0391818912804915e-11","1.8556819487151633e-13","20","18","4","0.0004024505615234376","0.011817932128906248"
"group_15022","","hypothetical protein","85","22","71","152","54.48717948717948","87.35632183908046","8.271446862996159","2.0575229187071776e-16","1.0662701021616207e-11","1.870649302037931e-13","11","7","5","0.548828125","0.9999999999999997"
"yibD_2","","putative glycosyl transferase","27","106","129","68","17.307692307692307","39.08045977011494","0.13426941641070644","2.1552642133129153e-16","1.1169225732651521e-11","1.9257285745950897e-13","16","11","10","0.21011352539062492","0.45449829101562506"
"group_26509","mprA_2","MprA-CCCP","19","94","137","80","12.179487179487179","45.97701149425287","0.11803075011647772","2.4007835494987474e-16","1.2441580588567358e-11","2.09939433700692e-13","7","4","3","0.9999999999999998","0.9999999999999998"
"group_11307","","hypothetical protein","100","35","56","139","64.1025641025641","79.88505747126436","7.091836734693878","2.4306516454164214e-16","1.2596366022041521e-11","2.09939433700692e-13","25","14","15","0.4243562221527101","0.690037965774536"
"group_11474","","hypothetical protein","22","99","134","75","14.102564102564102","43.103448275862064","0.12437810945273632","2.486859828431752e-16","1.2887653688881868e-11","2.1127301129314537e-13","5","3","3","1.0","1.0"
"group_13502","tusC","sulfur transfer protein complex, TusC subunit","108","43","48","131","69.23076923076923","75.28735632183908","6.854651162790698","2.6688822585394904e-16","1.3830948528429201e-11","2.2307981497466455e-13","48","28","27","0.3123268074732695","0.47087901362171153"
"ygcG","","putative protein","118","54","38","120","75.64102564102564","68.96551724137932","6.900584795321637","2.7693648840798537e-16","1.4351679638767026e-11","2.278044387105877e-13","19","11","11","0.6476058959960938","0.6476058959960938"
"group_52473","gltA","citrate synthase monomer","93","29","63","145","59.61538461538461","83.33333333333334","7.380952380952381","3.520267334214262e-16","1.8243081406098568e-11","2.7680524441416503e-13","9","8","4","0.0390625","1.0"
"group_53486","sdhC","succinate dehydrogenase membrane protein","18","92","138","82","11.538461538461538","47.12643678160919","0.11625708884688091","3.5229076741866495e-16","1.8256764439937472e-11","2.7680524441416503e-13","5","4","3","0.375","1.0"
"group_25657","ybaM","small protein involved in the cell envelope stress response","104","39","52","135","66.66666666666666","77.58620689655173","6.923076923076923","3.5252969012474947e-16","1.826914613133489e-11","2.7680524441416503e-13","10","9","1","0.021484374999999997","0.021484374999999997"
"mscK","","potassium dependent mechanosensitive channel MscK","49","132","107","42","31.41025641025641","24.137931034482758","0.14570943075615972","4.65314404514196e-16","2.4113988385139183e-11","3.570086875862857e-13","12","4","10","0.038574218750000014","0.3876953125000001"
"rfaL","","O-antigen ligase","28","107","128","67","17.94871794871795","38.50574712643678","0.13697429906542055","4.684520532556477e-16","2.427659075586743e-11","3.570086875862857e-13","14","10","9","0.17956542968750003","0.4239501953124999"
"group_27317","","hypothetical protein","88","25","68","149","56.41025641025641","85.63218390804597","7.712941176470588","5.435240111351924e-16","2.8167044829059076e-11","3.9710660055617826e-13","5","4","1","0.375","0.375"
"mhpE","","4-hydroxy-2-ketovalerate aldolase","137","81","19","93","87.82051282051282","53.44827586206896","8.278752436647174","5.517178712163486e-16","2.8591675240044834e-11","3.9710660055617826e-13","6","3","4","0.6875000000000002","1.0"
"group_52932","sucB_2","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex","19","93","137","81","12.179487179487179","46.55172413793103","0.12079114669178244","5.517178712163486e-16","2.8591675240044834e-11","3.9710660055617826e-13","3","2","2","1.0","1.0"
"group_14622","kgtP_1","alpha-ketoglutarate:H+ symporter","19","93","137","81","12.179487179487179","46.55172413793103","0.12079114669178244","5.517178712163486e-16","2.8591675240044834e-11","3.9710660055617826e-13","4","3","2","0.625","1.0"
"panB","","3-methyl-2-oxobutanoate hydroxymethyltransferase monomer","135","78","21","96","86.53846153846155","55.172413793103445","7.912087912087912","5.699361335063219e-16","2.953580024669812e-11","4.046000033794263e-13","4","3","3","0.625","0.625"
"tdcG","","L-serine deaminase III","82","159","74","15","52.56410256410257","8.620689655172415","0.10453850076491586","5.8113394275490415e-16","3.01161043153874e-11","4.069743826403703e-13","20","8","12","0.5034446716308595","0.5034446716308595"
"mhpF","","acetaldehyde dehydrogenase 2","131","72","25","102","83.97435897435898","58.620689655172406","7.423333333333333","6.41785993503729e-16","3.325927554134375e-11","4.434570072179167e-13","19","11","8","0.6476058959960938","0.6476058959960938"
"group_15415","mscK","potassium dependent mechanosensitive channel MscK","107","43","49","131","68.58974358974359","75.28735632183908","6.6525866160417655","6.956186031528486e-16","3.604904287119007e-11","4.690611008100722e-13","11","9","4","0.06542968749999997","0.548828125"
"ykfG","","CP4-6 prophage; predicted DNA repair protein","80","19","76","155","51.28205128205128","89.08045977011494","8.587257617728532","6.969435339979461e-16","3.611770476237556e-11","4.690611008100722e-13","13","8","6","0.5810546875","0.9999999999999999"
"group_6755","","hypothetical protein","18","91","138","83","11.538461538461538","47.701149425287355","0.11896798853320592","8.10469031823958e-16","4.200093663621298e-11","5.384735466181151e-13","5","3","3","1.0","1.0"
"mhpC","","2-hydroxy-6-ketonona-2,4-dienedioate hydrolase","136","80","20","94","87.17948717948718","54.02298850574713","7.99","8.508260809923619e-16","4.409235999526717e-11","5.511544999408396e-13","8","4","5","0.7265625000000002","1.0"
"mhpD","","2-hydroxypentadienoate hydratase","136","80","20","94","87.17948717948718","54.02298850574713","7.99","8.508260809923619e-16","4.409235999526717e-11","5.511544999408396e-13","8","4","5","0.7265625000000002","1.0"
"group_1507","yeeT_1","CP4-44 prophage; predicted protein","69","12","87","162","44.230769230769226","93.10344827586206","10.706896551724139","9.758053086352776e-16","5.056915850940599e-11","6.243105988815554e-13","31","22","11","0.029449373483657858","0.1496127843856811"
"ybgO","","putative fimbrial-like adhesin protein","66","147","90","27","42.30769230769231","15.517241379310345","0.1346938775510204","1.017261802756451e-15","5.271755840424756e-11","6.42897053710336e-13","6","2","6","0.03125","0.6875000000000002"
"gltA","","citrate synthase monomer","63","144","93","30","40.38461538461539","17.24137931034483","0.14112903225806453","1.0519040112052998e-15","5.4512821572692255e-11","6.567809828035211e-13","11","5","8","0.22656250000000003","0.9999999999999997"
"group_5996","yiaY","putative Fe-containing alcohol dehydrogenase","24","100","132","74","15.384615384615385","42.5287356321839","0.13454545454545455","1.098607057407336e-15","5.693311353602037e-11","6.777751611430997e-13","8","7","3","0.0703125","0.7265625000000002"
"sdhC","","succinate dehydrogenase membrane protein","137","82","19","92","87.82051282051282","52.87356321839081","8.089858793324776","1.2581258690774364e-15","6.519985691319999e-11","7.434840572293262e-13","6","3","4","0.6875000000000002","1.0"
"fimI_2","","fimbrial protein","21","95","135","79","13.461538461538462","45.40229885057471","0.12935672514619884","1.2911943567651307e-15","6.691356515063936e-11","7.434840572293262e-13","4","2","3","0.625","1.0"
"group_22002","yjgM","putative acetyltransferase","21","95","135","79","13.461538461538462","45.40229885057471","0.12935672514619884","1.2911943567651307e-15","6.691356515063936e-11","7.434840572293262e-13","12","7","6","0.7744140625000003","1.0"
"yjgM","","putative acetyltransferase","135","79","21","95","86.53846153846155","54.59770114942529","7.730560578661844","1.2911943567651307e-15","6.691356515063936e-11","7.434840572293262e-13","12","6","7","0.7744140625000003","1.0"
"ycbV","","putative fimbrial-like adhesin protein","21","95","135","79","13.461538461538462","45.40229885057471","0.12935672514619884","1.2911943567651307e-15","6.691356515063936e-11","7.434840572293262e-13","4","2","3","0.625","1.0"
"group_19159","fimC_1","periplasmic chaperone, required for type 1 fimbriae","21","95","135","79","13.461538461538462","45.40229885057471","0.12935672514619884","1.2911943567651307e-15","6.691356515063936e-11","7.434840572293262e-13","4","2","3","0.625","1.0"
"aroC","","chorismate synthase","134","77","22","97","85.8974358974359","55.74712643678161","7.672963400236127","1.3855171509593071e-15","7.180165531416417e-11","7.890291792765294e-13","12","7","8","0.3876953125000001","0.7744140625000003"
"group_8059","","hypothetical protein","98","35","58","139","62.82051282051282","79.88505747126436","6.710344827586207","1.5330033285008324e-15","7.944483149289864e-11","8.635307770967243e-13","25","13","16","0.22952294349670388","0.9999999999999997"
"group_2613","lacZ","beta-galactosidase monomer","16","87","140","87","10.256410256410255","50.0","0.11428571428571428","1.7445876370559635e-15","9.04097651151512e-11","9.72148011990873e-13","10","7","4","0.3437499999999999","0.7539062500000002"
"ldrC","","small toxic polypeptide LdrC","110","47","46","127","70.51282051282051","72.98850574712644","6.461609620721554","1.769548347877311e-15","9.170330403204589e-11","9.75567064170701e-13","28","18","12","0.18493334203958517","0.571588188409805"
"group_1590","","hypothetical protein","55","5","101","169","35.256410256410255","97.12643678160919","18.405940594059405","1.8180791556824127e-15","9.421831608492968e-11","9.917717482624176e-13","11","8","3","0.22656250000000003","0.22656250000000003"
"group_21315","rraB","ribonuclease E inhibitor protein B","18","90","138","84","11.538461538461538","48.275862068965516","0.12173913043478261","1.8507701725886327e-15","9.591246265406071e-11","9.990881526464657e-13","13","9","7","0.26684570312499983","0.9999999999999999"
"yiaN_1","","2,3-diketo-L-gulonate:Na+ symporter - membrane subunit","89","27","67","147","57.05128205128205","84.48275862068965","7.232172470978441","2.3902493879883225e-15","1.2386989403371884e-10","1.1910566734011428e-12","5","5","2","0.0625","1.0"
"yiaO_1","","2,3-diketo-L-gulonate:Na+ symporter - periplasmic binding protein","89","27","67","147","57.05128205128205","84.48275862068965","7.232172470978441","2.3902493879883225e-15","1.2386989403371884e-10","1.1910566734011428e-12","5","5","2","0.0625","1.0"
"uxaA_2","","D-altronate dehydratase","89","27","67","147","57.05128205128205","84.48275862068965","7.232172470978441","2.3902493879883225e-15","1.2386989403371884e-10","1.1910566734011428e-12","5","5","2","0.0625","1.0"
"group_22617","idnO","5-keto-D-gluconate 5-reductase","89","27","67","147","57.05128205128205","84.48275862068965","7.232172470978441","2.3902493879883225e-15","1.2386989403371884e-10","1.1910566734011428e-12","5","5","2","0.0625","1.0"
"group_22619","","4-hydroxy-4-methyl-2-oxoglutarate aldolase","89","27","67","147","57.05128205128205","84.48275862068965","7.232172470978441","2.3902493879883225e-15","1.2386989403371884e-10","1.1910566734011428e-12","5","5","2","0.0625","1.0"
"nanR_1","","NanR DNA-binding transcriptional dual regulator","89","27","67","147","57.05128205128205","84.48275862068965","7.232172470978441","2.3902493879883225e-15","1.2386989403371884e-10","1.1910566734011428e-12","5","5","2","0.0625","1.0"
"group_27320","uxaA_2","D-altronate dehydratase","89","27","67","147","57.05128205128205","84.48275862068965","7.232172470978441","2.3902493879883225e-15","1.2386989403371884e-10","1.1910566734011428e-12","5","5","2","0.0625","1.0"
"group_27322","yjjN_1","putative L-galactonate oxidoreductase","89","27","67","147","57.05128205128205","84.48275862068965","7.232172470978441","2.3902493879883225e-15","1.2386989403371884e-10","1.1910566734011428e-12","5","5","2","0.0625","1.0"
"waaJ_2","","UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase","28","105","128","69","17.94871794871795","39.6551724137931","0.14375","2.695907741742502e-15","1.3971002690032168e-10","1.3298311308049347e-12","16","12","9","0.076812744140625","0.8036193847656252"
"group_16796","","hypothetical protein","17","88","139","86","10.897435897435898","49.42528735632184","0.11952256376716808","2.7200683068391077e-15","1.4096209986532307e-10","1.3298311308049347e-12","3","2","2","1.0","1.0"
"ybaM","","small protein involved in the cell envelope stress response","51","132","105","42","32.69230769230769","24.137931034482758","0.15454545454545454","2.849656307486068e-15","1.476777388228505e-10","1.379226713737814e-12","13","4","9","0.26684570312499983","0.26684570312499983"
"yadN","","putative fimbrial-like adhesin protein","21","94","135","80","13.461538461538462","45.97701149425287","0.13238770685579196","2.900945753766122e-15","1.5033571179742174e-10","1.379226713737814e-12","3","3","2","0.25","1.0"
"group_18220","panB","3-methyl-2-oxobutanoate hydroxymethyltransferase monomer","21","94","135","80","13.461538461538462","45.97701149425287","0.13238770685579196","2.900945753766122e-15","1.5033571179742174e-10","1.379226713737814e-12","3","3","2","0.25","1.0"
"group_18855","","hypothetical protein","86","25","70","149","55.12820512820513","85.63218390804597","7.322285714285714","3.07255437891038e-15","1.5922898557827264e-10","1.4475362325297514e-12","8","7","4","0.0703125","1.0"
"group_4359","","hypothetical protein","34","112","122","62","21.794871794871796","35.63218390804598","0.15427400468384075","3.5149043075367802e-15","1.8215288592947857e-10","1.6323939503650382e-12","7","7","4","0.015625","0.9999999999999998"
"waaI","","UDP-D-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase","28","104","128","70","17.94871794871795","40.229885057471265","0.14723557692307693","3.527933976050871e-15","1.8282812244088429e-10","1.6323939503650382e-12","18","14","10","0.0308837890625","0.8145294189453123"
"group_5212","","hypothetical protein","71","14","85","160","45.51282051282051","91.95402298850574","9.546218487394958","3.69732661121276e-15","1.916065569728789e-10","1.6956332475476007e-12","10","5","7","0.3437499999999999","1.0"
"mhpA","","3-(3-hydroxyphenyl)propionate 2-hydroxylase","133","77","23","97","85.25641025641025","55.74712643678161","7.284584980237154","4.347025193343489e-15","2.2527588659463963e-10","1.9589207529968664e-12","13","7","7","0.9999999999999999","0.9999999999999999"
"tsx_1","","nucleoside channel; receptor of phage T6 and colicin K","23","97","133","77","14.743589743589745","44.252873563218394","0.13727618014107434","4.347025193343489e-15","2.2527588659463963e-10","1.9589207529968664e-12","4","4","3","0.125","0.625"
"bglH_1","","carbohydrate-specific outer membrane porin, cryptic","39","118","117","56","25.0","32.18390804597701","0.15819209039548024","4.4993947184614434e-15","2.331721324948274e-10","2.01010459047265e-12","15","7","13","0.007385253906249998","0.9999999999999997"
"yhdH_1","","hypothetical protein","84","24","72","150","53.84615384615385","86.20689655172413","7.291666666666667","5.357811710542148e-15","2.776578762754257e-10","2.373144241670305e-12","20","14","8","0.11531829833984371","0.5034446716308595"
"group_13946","","hypothetical protein","12","78","144","96","7.6923076923076925","55.172413793103445","0.10256410256410256","5.711189736835775e-15","2.9597098573204037e-10","2.50822869264441e-12","9","4","7","0.17968750000000003","1.0"
"group_22032","yadM","putative fimbrial-like adhesin protein","17","87","139","87","10.897435897435898","50.0","0.1223021582733813","6.1828288851837286e-15","3.204127413168764e-10","2.658780352888193e-12","4","3","2","0.625","1.0"
"group_3524","","hypothetical protein","97","35","59","139","62.17948717948718","79.88505747126436","6.529297820823245","6.369579868686887e-15","3.3009073753496055e-10","2.658780352888193e-12","26","14","16","0.32693958282470703","0.8450189828872682"
"sucA","","subunit of E1(0) component of 2-oxoglutarate dehydrogenase","137","84","19","90","87.82051282051282","51.724137931034484","7.725563909774436","6.394677565026504e-15","3.313913754523685e-10","2.658780352888193e-12","9","4","7","0.17968750000000003","1.0"
"group_10317","htrE","putative outer membrane usher protein","21","93","135","81","13.461538461538462","46.55172413793103","0.13548387096774195","6.4644332528783036e-15","3.3500632446391234e-10","2.658780352888193e-12","3","3","1","0.25","1.0"
