"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_16796","","hypothetical protein","6","100","149","75","3.870967741935484","42.857142857142854","0.030201342281879196","3.117029232978483e-28","1.6158991246683754e-23","7.025648368123372e-25","3","1","3","0.25","1.0"
"rraB","","ribonuclease E inhibitor protein B","148","73","7","102","95.48387096774194","58.285714285714285","29.54207436399217","3.2645552940082774e-28","1.6923781099668312e-23","7.05157545819513e-25","12","6","6","1.0","1.0"
"panB","","3-methyl-2-oxobutanoate hydroxymethyltransferase monomer","145","67","10","108","93.54838709677419","61.71428571428571","23.37313432835821","4.886754144395084e-28","2.5333422159958557e-23","9.3827489481328e-25","5","5","2","0.0625","1.0"
"group_12850","ushA_1","5'-nucleotidase / UDP-sugar hydrolase","10","108","145","67","6.451612903225806","38.285714285714285","0.042784163473818644","4.886754144395085e-28","2.5333422159958563e-23","9.3827489481328e-25","7","4","6","0.125","0.9999999999999998"
"group_16791","ushA_2","5'-nucleotidase / UDP-sugar hydrolase","10","108","145","67","6.451612903225806","38.285714285714285","0.042784163473818644","4.886754144395085e-28","2.5333422159958563e-23","9.3827489481328e-25","7","4","6","0.125","0.9999999999999998"
"xerD_4","","site-specific recombinase","114","27","41","148","73.54838709677419","84.57142857142857","15.24119241192412","8.94110281198155e-28","4.635157108759355e-23","1.6554132531283413e-24","31","21","13","0.0707555459812284","0.4731296598911284"
"group_22032","yadM","putative fimbrial-like adhesin protein","6","99","149","76","3.870967741935484","43.42857142857143","0.030913158429936954","9.294358836511996e-28","4.818288564436184e-23","1.6614788153228222e-24","4","2","3","0.625","1.0"
"yjgL_2","","putative protein","88","8","67","167","56.774193548387096","95.42857142857143","27.417910447761194","1.1847232168241996e-27","6.141723628338334e-23","2.0472412094461114e-24","10","8","3","0.10937500000000003","0.3437499999999999"
"fimI_2","","fimbrial protein","10","107","145","68","6.451612903225806","38.857142857142854","0.04382855301321302","1.498310834214857e-27","7.76739319565324e-23","2.219255198758069e-24","5","1","5","0.0625","0.375"
"group_22002","yjgM","putative acetyltransferase","10","107","145","68","6.451612903225806","38.857142857142854","0.04382855301321302","1.498310834214857e-27","7.76739319565324e-23","2.219255198758069e-24","12","5","7","0.7744140625000003","0.7744140625000003"
"ycbV","","putative fimbrial-like adhesin protein","10","107","145","68","6.451612903225806","38.857142857142854","0.04382855301321302","1.498310834214857e-27","7.76739319565324e-23","2.219255198758069e-24","5","1","5","0.0625","0.375"
"group_19159","fimC_1","periplasmic chaperone, required for type 1 fimbriae","10","107","145","68","6.451612903225806","38.857142857142854","0.04382855301321302","1.498310834214857e-27","7.76739319565324e-23","2.219255198758069e-24","5","1","5","0.0625","0.375"
"yjgM","","putative acetyltransferase","145","68","10","107","93.54838709677419","61.142857142857146","22.816176470588236","1.4983108342148573e-27","7.767393195653242e-23","2.219255198758069e-24","12","7","5","0.7744140625000003","0.7744140625000003"
"group_14623","yjjL","galactonate:H+ symporter","13","112","142","63","8.38709677419355","36.0","0.05149647887323944","1.7271456685634848e-27","8.953695860399962e-23","2.4871377389999893e-24","6","2","5","0.21875000000000003","0.6875000000000002"
"group_15459","higB","Endoribonuclease HigB","19","122","136","53","12.258064516129032","30.28571428571429","0.060691899710703955","1.8755416752135026e-27","9.722995598474319e-23","2.6278366482363026e-24","9","3","8","0.0390625","0.5078125"
"ycbF","","putative periplasmic pilin chaperone","7","100","148","75","4.516129032258064","42.857142857142854","0.03547297297297297","2.7713420621867317e-27","1.4366914384582235e-22","3.7282652246081535e-24","6","3","4","0.6875000000000002","1.0"
"mhpE","","4-hydroxy-2-ketovalerate aldolase","146","71","9","104","94.19354838709677","59.42857142857143","23.762128325508606","2.8047750575744678e-27","1.45402343759718e-22","3.7282652246081535e-24","7","4","4","0.9999999999999998","0.9999999999999998"
"yjgL_1","","putative protein","111","25","44","150","71.61290322580646","85.71428571428571","15.136363636363637","3.395667908332087e-27","1.7603482003584372e-22","4.400870500896093e-24","19","11","12","0.3592834472656249","0.6476058959960938"
"yadN","","putative fimbrial-like adhesin protein","10","106","145","69","6.451612903225806","39.42857142857143","0.044892648015614836","4.5694852838812e-27","2.368866866016853e-22","5.5089927116670996e-24","4","2","4","0.125","1.0"
"group_18220","panB","3-methyl-2-oxobutanoate hydroxymethyltransferase monomer","10","106","145","69","6.451612903225806","39.42857142857143","0.044892648015614836","4.5694852838812e-27","2.368866866016853e-22","5.5089927116670996e-24","4","2","4","0.125","1.0"
"yfcP","","putative fimbrial-like adhesin protein","10","106","145","69","6.451612903225806","39.42857142857143","0.044892648015614836","4.5694852838812e-27","2.368866866016853e-22","5.5089927116670996e-24","4","2","3","0.625","1.0"
"tsx_1","","nucleoside channel; receptor of phage T6 and colicin K","12","109","143","66","7.741935483870968","37.714285714285715","0.05081157374735357","7.015047536911903e-27","3.6366707936104995e-22","8.265160894569318e-24","5","3","5","0.0625","1.0"
"yfcR","","putative fimbrial-like adhesin protein","9","103","146","72","5.806451612903226","41.14285714285714","0.04309083654741322","7.949102331914724e-27","4.1208941398879123e-22","8.767859872101943e-24","1","1","1","1.0","1.0"
"yfcQ","","putative fimbrial-like adhesin protein","9","103","146","72","5.806451612903226","41.14285714285714","0.04309083654741322","7.949102331914724e-27","4.1208941398879123e-22","8.767859872101943e-24","1","1","1","1.0","1.0"
"sdhC","","succinate dehydrogenase membrane protein","146","72","9","103","94.19354838709677","58.857142857142854","23.20679012345679","7.949102331914726e-27","4.120894139887913e-22","8.767859872101943e-24","6","3","4","0.6875000000000002","1.0"
"ycbU","","fimbrial protein","11","107","144","68","7.096774193548387","38.857142857142854","0.048546209761163035","9.711278686338277e-27","5.034423983784626e-22","1.0488383299551304e-23","6","2","5","0.21875000000000003","0.6875000000000002"
"yagE_3","","CP4-6 prophage; probable 2-keto-3-deoxygluconate aldolase","88","9","67","166","56.774193548387096","94.85714285714286","24.22553897180763","9.975323685815437e-27","5.171307551963581e-22","1.0553688881558328e-23","9","8","1","0.0390625","0.0390625"
"group_13349","tufB","elongation factor Tu","86","8","69","167","55.483870967741936","95.42857142857143","26.018115942028984","1.1529470178547143e-26","5.976992635260624e-22","1.1953985270521249e-23","22","18","5","0.004343509674072266","0.016900539398193356"
"ycf3","","Photosystem I assembly protein Ycf3","10","105","145","70","6.451612903225806","40.0","0.04597701149425287","1.3860101209484715e-26","7.185215068008971e-22","1.2605640470191177e-23","3","2","3","0.25","1.0"
"mhpC","","2-hydroxy-6-ketonona-2,4-dienedioate hydrolase","145","70","10","105","93.54838709677419","60.0","21.75","1.3860101209484715e-26","7.185215068008971e-22","1.2605640470191177e-23","9","5","5","1.0","1.0"
"mhpD","","2-hydroxypentadienoate hydratase","145","70","10","105","93.54838709677419","60.0","21.75","1.3860101209484715e-26","7.185215068008971e-22","1.2605640470191177e-23","9","5","5","1.0","1.0"
"mhpR","","MhpR transcriptional activator","145","70","10","105","93.54838709677419","60.0","21.75","1.3860101209484715e-26","7.185215068008971e-22","1.2605640470191177e-23","9","5","5","1.0","1.0"
"group_10317","htrE","putative outer membrane usher protein","10","105","145","70","6.451612903225806","40.0","0.04597701149425287","1.3860101209484715e-26","7.185215068008971e-22","1.2605640470191177e-23","3","2","3","0.25","1.0"
"group_11587","yadL","hypothetical protein","10","105","145","70","6.451612903225806","40.0","0.04597701149425287","1.3860101209484715e-26","7.185215068008971e-22","1.2605640470191177e-23","5","3","4","0.375","1.0"
"yadV","","putative pilin chaperone similar to PapD","10","105","145","70","6.451612903225806","40.0","0.04597701149425287","1.3860101209484715e-26","7.185215068008971e-22","1.2605640470191177e-23","3","2","3","0.25","1.0"
"group_7577","aroC","chorismate synthase","12","108","143","67","7.741935483870968","38.285714285714285","0.052059052059052056","2.059036960366877e-26","1.0674253506237926e-21","1.840388535558263e-23","10","4","7","0.3437499999999999","0.7539062500000002"
"group_26509","mprA_2","MprA-CCCP","10","104","145","71","6.451612903225806","40.57142857142857","0.047082228116710874","2.1169352364082658e-26","1.097440395906409e-21","1.8600684676379816e-23","7","5","3","0.4531249999999996","0.9999999999999998"
"group_53486","sdhC","succinate dehydrogenase membrane protein","9","102","146","73","5.806451612903226","41.714285714285715","0.04411764705882353","2.235995146050922e-26","1.1591622436642584e-21","1.931937072773764e-23","6","4","3","0.6875000000000002","1.0"
"sra","","30S ribosomal subunit protein S22","144","69","11","106","92.90322580645162","60.57142857142858","20.110671936758894","2.883415003062955e-26","1.4947911717378667e-21","2.4109535028030112e-23","6","3","4","0.6875000000000002","1.0"
"group_14700","yadK","putative fimbrial-like adhesin protein","11","106","144","69","7.096774193548387","39.42857142857143","0.0497248427672956","2.883415003062956e-26","1.4947911717378669e-21","2.4109535028030112e-23","5","3","4","0.375","1.0"
"yfaX_2","","putative DNA-binding transcriptional regulator","87","9","68","166","56.12903225806451","94.85714285714286","23.598039215686274","3.050410266480493e-26","1.5813631862461526e-21","2.5101002956288137e-23","8","7","1","0.0703125","0.0703125"
"tufB","","elongation factor Tu","55","157","100","18","35.483870967741936","10.285714285714285","0.06305732484076433","5.723157940238826e-26","2.9669423077992097e-21","4.632059019413777e-23","30","11","22","0.016124801710247987","0.20048842206597323"
"group_52932","sucB_2","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex","10","103","145","72","6.451612903225806","41.14285714285714","0.04820890525610981","5.897183605279784e-26","3.0571589528130928e-21","4.632059019413777e-23","3","3","2","0.25","1.0"
"group_14622","kgtP_1","alpha-ketoglutarate:H+ symporter","10","103","145","72","6.451612903225806","41.14285714285714","0.04820890525610981","5.897183605279784e-26","3.0571589528130928e-21","4.632059019413777e-23","4","3","2","0.625","1.0"
"bglF","","beta-glucoside PTS permease BglF - cryptic","16","114","139","61","10.32258064516129","34.85714285714286","0.06159283099835921","6.002493416106045e-26","3.1117526118435348e-21","4.6444068833485596e-23","15","5","11","0.11846923828124997","0.30175781250000017"
"sucA","","subunit of E1(0) component of 2-oxoglutarate dehydrogenase","146","74","9","101","94.19354838709677","57.714285714285715","22.14114114114114","6.244913858670723e-26","3.2374257934734896e-21","4.760920284519838e-23","9","5","6","0.5078125","1.0"
"group_20984","sra","30S ribosomal subunit protein S22","11","105","144","70","7.096774193548387","40.0","0.05092592592592592","8.51335790086349e-26","4.413409869386642e-21","6.396246187516872e-23","5","4","2","0.375","1.0"
"ulaA_2","","L-ascorbate PTS permease - UlaA subunit","86","9","69","166","55.483870967741936","94.85714285714286","22.988727858293075","9.249751414653238e-26","4.795163630870385e-21","6.659949487319979e-23","7","6","1","0.125","0.125"
"pdxA_3","","4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent","86","9","69","166","55.483870967741936","94.85714285714286","22.988727858293075","9.249751414653238e-26","4.795163630870385e-21","6.659949487319979e-23","7","6","1","0.125","0.125"
"gudP_2","","galactarate / glucarate / glycerate:H+ symporter GudP","86","9","69","166","55.483870967741936","94.85714285714286","22.988727858293075","9.249751414653238e-26","4.795163630870385e-21","6.659949487319979e-23","7","6","1","0.125","0.125"
"group_22571","garD_1","galactarate dehydratase","87","10","68","165","56.12903225806451","94.28571428571428","21.110294117647058","2.3551193885734764e-25","1.220917442230376e-20","1.672489646890926e-22","9","7","2","0.17968750000000003","0.17968750000000003"
"group_19744","","hypothetical protein","93","14","62","161","60.0","92.0","17.25","3.0688117443991163e-25","1.5909026964139458e-20","2.149868508667494e-22","10","6","5","0.7539062500000002","1.0"
"ccdB_2","","Toxin CcdB","106","24","49","151","68.38709677419355","86.28571428571429","13.610544217687075","3.205982942619784e-25","1.6620136172835222e-20","2.2160181563780295e-22","29","19","11","0.13604594767093656","0.26493089646101"
"intA","","CP4-57 prophage; integrase","97","17","58","158","62.58064516129033","90.28571428571428","15.543610547667344","3.6788525970088118e-25","1.907153974815338e-20","2.509413124757024e-22","7","5","3","0.4531249999999996","0.9999999999999998"
"group_27317","","hypothetical protein","96","16","59","159","61.935483870967744","90.85714285714286","16.16949152542373","3.7343904954781552e-25","1.9359453767608304e-20","2.5142147750140654e-22","5","4","1","0.375","0.375"
"yadC","","putative fimbrial-like adhesin protein","10","101","145","74","6.451612903225806","42.285714285714285","0.0505291908501195","4.467707786663653e-25","2.3161043936843043e-20","2.9325390410219597e-22","6","4","4","0.6875000000000002","0.6875000000000002"
"group_11785","fkpB","peptidyl-prolyl cis-trans isomerase","5","90","150","85","3.225806451612903","48.57142857142857","0.03148148148148148","4.582003864176593e-25","2.3753566232277873e-20","2.9325390410219597e-22","10","4","8","0.10937500000000003","0.7539062500000002"
"yqiK","","putative membrane protein","150","85","5","90","96.7741935483871","51.42857142857142","31.764705882352942","4.582003864176593e-25","2.3753566232277873e-20","2.9325390410219597e-22","13","10","4","0.09228515625000003","0.26684570312499983"
"group_8253","","hypothetical protein","5","90","150","85","3.225806451612903","48.57142857142857","0.03148148148148148","4.582003864176593e-25","2.3753566232277873e-20","2.9325390410219597e-22","8","5","3","0.7265625000000002","0.7265625000000002"
"mhpF","","acetaldehyde dehydrogenase 2","139","63","16","112","89.6774193548387","64.0","15.444444444444445","5.463698074724338e-25","2.832435718917844e-20","3.412573155322703e-22","20","11","10","0.8238029479980463","1.0"
"group_4742","","hypothetical protein","139","63","16","112","89.6774193548387","64.0","15.444444444444445","5.463698074724338e-25","2.832435718917844e-20","3.412573155322703e-22","17","8","11","0.33230590820312506","0.9999999999999998"
"rspA_1","","mannonate/altronate dehydratase","14","108","141","67","9.032258064516128","38.285714285714285","0.06159705805095876","7.057786282148585e-25","3.658826986528648e-20","4.355746412534105e-22","9","6","5","0.5078125","1.0"
"sucB","","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex","144","72","11","103","92.90322580645162","58.857142857142854","18.727272727272727","7.29643558929959e-25","3.7825451738488004e-20","4.450053145704471e-22","8","4","6","0.2890624999999999","1.0"
"group_13065","rbsA_1","ribose ABC transporter - putative ATP binding subunit","74","4","81","171","47.74193548387097","97.71428571428571","39.05555555555556","8.013458331944026e-25","4.1542569338631025e-20","4.830531318445468e-22","12","11","3","0.006347656250000001","0.14599609375000003"
"group_7317","","hypothetical protein","105","24","50","151","67.74193548387096","86.28571428571429","13.2125","1.0358604185923887e-24","5.3700039960248025e-20","6.172418386235405e-22","26","13","18","0.0755186975002289","1.0"
"yiaG_2","","putative transcriptional regulator","10","100","145","75","6.451612903225806","42.857142857142854","0.05172413793103448","1.2158966189032011e-24","6.303329662056085e-20","7.082392878714702e-22","12","6","8","0.3876953125000001","1.0"
"group_6755","","hypothetical protein","10","100","145","75","6.451612903225806","42.857142857142854","0.05172413793103448","1.2158966189032011e-24","6.303329662056085e-20","7.082392878714702e-22","5","4","2","0.375","1.0"
"group_14679","","hypothetical protein","9","98","146","77","5.806451612903226","44.0","0.048434442270058706","1.3083329339820158e-24","6.782528763056168e-20","7.453328311050734e-22","6","4","4","0.6875000000000002","0.6875000000000002"
"group_49550","","hypothetical protein","9","98","146","77","5.806451612903226","44.0","0.048434442270058706","1.3083329339820158e-24","6.782528763056168e-20","7.453328311050734e-22","6","4","4","0.6875000000000002","0.6875000000000002"
"group_5212","","hypothetical protein","78","6","77","169","50.32258064516129","96.57142857142857","28.532467532467532","1.3441462742711477e-24","6.968188700449056e-20","7.574118152662018e-22","11","7","5","0.548828125","0.9999999999999997"
"insA-1","","IS1 protein InsA","8","96","147","79","5.161290322580645","45.14285714285714","0.04478458049886622","1.396370418873694e-24","7.238923888483117e-20","7.700982860088422e-22","10","7","4","0.3437499999999999","0.7539062500000002"
"group_2613","lacZ","beta-galactosidase monomer","8","96","147","79","5.161290322580645","45.14285714285714","0.04478458049886622","1.396370418873694e-24","7.238923888483117e-20","7.700982860088422e-22","9","6","3","0.5078125","0.5078125"
"group_5586","ygfI","putative DNA-binding transcriptional regulator LYSR-type","137","61","18","114","88.38709677419355","65.14285714285715","14.224043715846994","1.4328820121290535e-24","7.428203639078226e-20","7.819161725345502e-22","17","12","8","0.14346313476562497","0.9999999999999998"
"group_22586","","hypothetical protein","87","11","68","164","56.12903225806451","93.71428571428572","19.074866310160427","1.7242506785930746e-24","8.938687942894359e-20","8.938687942894358e-22","5","5","0","0.0625","0.0625"
"wbbJ","","putative acyl transferase","87","11","68","164","56.12903225806451","93.71428571428572","19.074866310160427","1.7242506785930746e-24","8.938687942894359e-20","8.938687942894358e-22","7","6","1","0.125","0.125"
"wbbK","","putative lipopolysaccharide biosynthesis protein","87","11","68","164","56.12903225806451","93.71428571428572","19.074866310160427","1.7242506785930746e-24","8.938687942894359e-20","8.938687942894358e-22","7","6","1","0.125","0.125"
"group_7126","","hypothetical protein","87","11","68","164","56.12903225806451","93.71428571428572","19.074866310160427","1.7242506785930746e-24","8.938687942894359e-20","8.938687942894358e-22","7","6","1","0.125","0.125"
"group_22589","","hypothetical protein","87","11","68","164","56.12903225806451","93.71428571428572","19.074866310160427","1.7242506785930746e-24","8.938687942894359e-20","8.938687942894358e-22","4","4","0","0.125","0.125"
"group_16375","prfA_2","peptide chain release factor RF1","120","39","35","136","77.41935483870968","77.71428571428571","11.956043956043956","1.938238063410209e-24","1.0048019944524864e-19","9.94853459853947e-22","24","16","15","0.15158963203430173","0.3074562549591064"
"mhpA","","3-(3-hydroxyphenyl)propionate 2-hydroxylase","141","68","14","107","90.96774193548387","61.142857142857146","15.847689075630251","1.975774436821704e-24","1.0242612257927395e-19","1.004177672345823e-21","14","7","9","0.4239501953124999","1.0"
"prfA_2","","peptide chain release factor RF1","36","137","119","38","23.225806451612904","21.714285714285715","0.0839109366374287","2.0109333330571566e-24","1.0424879491901605e-19","1.012124222514719e-21","25","16","16","0.22952294349670388","0.22952294349670388"
"group_15937","prpD","2-methylcitrate dehydratase","4","86","151","89","2.5806451612903225","50.857142857142854","0.02741413830278762","2.3633405881753655e-24","1.2251793943159912e-19","1.1780571099192223e-21","11","4","7","0.548828125","0.548828125"
"group_27258","","Insertion sequence putative ATP-binding protein","83","9","72","166","53.5483870967742","94.85714285714286","21.262345679012345","2.4466144545495807e-24","1.2683493993830481e-19","1.2079518089362363e-21","7","6","2","0.125","0.4531249999999996"
"group_13351","tufA","elongation factor Tu","75","5","80","170","48.38709677419355","97.14285714285714","31.875","3.105344133886511e-24","1.6098414524481063e-19","1.518718351366138e-21","16","11","5","0.21011352539062492","0.21011352539062492"
"group_52328","sdhB","succinate dehydrogenase iron-sulfur protein","9","97","146","78","5.806451612903226","44.57142857142857","0.049569269877135995","3.564021244639476e-24","1.847624253433551e-19","1.7107631976236585e-21","8","6","3","0.2890624999999999","0.7265625000000002"
"sdhB","","succinate dehydrogenase iron-sulfur protein","146","78","9","97","94.19354838709677","55.42857142857143","20.173789173789174","3.564021244639477e-24","1.8476242534335511e-19","1.7107631976236585e-21","9","4","6","0.5078125","1.0"
"rfaL","","O-antigen ligase","20","116","135","59","12.903225806451612","33.714285714285715","0.07535121328224777","3.703927522447191e-24","1.9201530669118481e-19","1.7616083182677507e-21","15","11","11","0.11846923828124997","0.11846923828124997"
"mhpB","","3-(2,3-dihydroxyphenyl)propionate dioxygenase monomer","140","67","15","108","90.32258064516128","61.71428571428571","15.044776119402986","3.820848459613477e-24","1.9807660499482227e-19","1.800696409043839e-21","16","7","10","0.45449829101562506","0.8036193847656252"
"yjiC","","hypothetical protein","143","72","12","103","92.25806451612904","58.857142857142854","17.047453703703702","4.085078747583658e-24","2.117745673534844e-19","1.9078789851665263e-21","17","10","9","0.629058837890625","0.9999999999999998"
"group_2135","","hypothetical protein","88","12","67","163","56.774193548387096","93.14285714285714","17.8407960199005","4.280480893524312e-24","2.2190441000119386e-19","1.9143750327219336e-21","7","6","2","0.125","0.4531249999999996"
"panD","","Aspartate 1-decarboxylase","76","168","79","7","49.03225806451613","4.0","0.04008438818565401","4.868784103049216e-24","2.524026366861744e-19","1.9143750327219336e-21","10","5","6","0.7539062500000002","1.0"
"rbsK_5","","ribokinase","79","7","76","168","50.967741935483865","96.0","24.94736842105263","4.868784103049216e-24","2.524026366861744e-19","1.9143750327219336e-21","10","5","5","1.0","1.0"
"group_22599","","hypothetical protein","86","11","69","164","55.483870967741936","93.71428571428572","18.582345191040844","4.9483276631380385e-24","2.5652625438473907e-19","1.9143750327219336e-21","4","4","0","0.125","0.125"
"group_27297","","hypothetical protein","86","11","69","164","55.483870967741936","93.71428571428572","18.582345191040844","4.9483276631380385e-24","2.5652625438473907e-19","1.9143750327219336e-21","4","4","0","0.125","0.125"
"group_22607","","hypothetical protein","86","11","69","164","55.483870967741936","93.71428571428572","18.582345191040844","4.9483276631380385e-24","2.5652625438473907e-19","1.9143750327219336e-21","4","4","0","0.125","0.125"
"group_27298","","hypothetical protein","86","11","69","164","55.483870967741936","93.71428571428572","18.582345191040844","4.9483276631380385e-24","2.5652625438473907e-19","1.9143750327219336e-21","4","4","0","0.125","0.125"
"group_19706","","hypothetical protein","86","11","69","164","55.483870967741936","93.71428571428572","18.582345191040844","4.9483276631380385e-24","2.5652625438473907e-19","1.9143750327219336e-21","4","4","0","0.125","0.125"
"group_27290","","hypothetical protein","86","11","69","164","55.483870967741936","93.71428571428572","18.582345191040844","4.9483276631380385e-24","2.5652625438473907e-19","1.9143750327219336e-21","4","4","0","0.125","0.125"
"group_27306","","hypothetical protein","86","11","69","164","55.483870967741936","93.71428571428572","18.582345191040844","4.9483276631380385e-24","2.5652625438473907e-19","1.9143750327219336e-21","4","4","0","0.125","0.125"
"group_19707","","hypothetical protein","86","11","69","164","55.483870967741936","93.71428571428572","18.582345191040844","4.9483276631380385e-24","2.5652625438473907e-19","1.9143750327219336e-21","4","4","0","0.125","0.125"
"group_27291","","hypothetical protein","86","11","69","164","55.483870967741936","93.71428571428572","18.582345191040844","4.9483276631380385e-24","2.5652625438473907e-19","1.9143750327219336e-21","4","4","0","0.125","0.125"
"dicA_2","","DicA DNA-binding transcriptional repressor","86","11","69","164","55.483870967741936","93.71428571428572","18.582345191040844","4.9483276631380385e-24","2.5652625438473907e-19","1.9143750327219336e-21","4","4","0","0.125","0.125"
"wbbL","","Rhamnosyltransferase WbbL","86","11","69","164","55.483870967741936","93.71428571428572","18.582345191040844","4.9483276631380385e-24","2.5652625438473907e-19","1.9143750327219336e-21","8","6","2","0.2890624999999999","0.2890624999999999"
