"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"ycbF","","putative periplasmic pilin chaperone","7","90","31","55","18.421052631578945","37.93103448275862","0.13799283154121864","1.3215114858641587e-06","0.04465255159586406","0.0017174058306101561","4","2","3","0.625","1.0"
"group_16796","","hypothetical protein","7","90","31","55","18.421052631578945","37.93103448275862","0.13799283154121864","1.3215114858641587e-06","0.04465255159586406","0.0017174058306101561","3","1","3","0.25","1.0"
"rraB","","ribonuclease E inhibitor protein B","31","55","7","90","81.57894736842105","62.06896551724138","7.246753246753247","1.3215114858641587e-06","0.04465255159586406","0.0017174058306101561","9","4","5","1.0","1.0"
"group_12486","cybB","cytochrome b561","9","98","29","47","23.684210526315788","32.41379310344827","0.14883884588318086","1.7071196220250872e-06","0.05768186490860567","0.002136365366985395","14","5","10","0.17956542968750003","0.4239501953124999"
"mokB","","regulatory peptide whose translation enables hokB expression","34","69","4","76","89.47368421052632","52.41379310344828","9.36231884057971","2.039804081821181e-06","0.06892294012065588","0.0022393428197401265","12","10","3","0.038574218750000014","0.14599609375000003"
"group_12850","ushA_1","5'-nucleotidase / UDP-sugar hydrolase","8","94","30","51","21.052631578947366","35.172413793103445","0.14468085106382977","2.0818721516428457e-06","0.07034437813186012","0.0022393428197401265","4","2","3","0.625","1.0"
"group_16791","ushA_2","5'-nucleotidase / UDP-sugar hydrolase","8","94","30","51","21.052631578947366","35.172413793103445","0.14468085106382977","2.0818721516428457e-06","0.07034437813186012","0.0022393428197401265","4","2","3","0.625","1.0"
"cybB","","cytochrome b561","29","48","9","97","76.31578947368422","66.89655172413794","6.511574074074074","2.120778070723728e-06","0.07165897023168405","0.0022393428197401265","13","9","5","0.26684570312499983","0.5810546875"
"group_11474","","hypothetical protein","9","97","29","48","23.684210526315788","33.10344827586207","0.153572698186989","2.120778070723728e-06","0.07165897023168405","0.0022393428197401265","3","1","2","1.0","1.0"
"group_22032","yadM","putative fimbrial-like adhesin protein","7","89","31","56","18.421052631578945","38.62068965517241","0.14208046393620877","2.5509308023454244e-06","0.08619340088044955","0.0026119212388015017","4","2","3","0.625","1.0"
"group_11785","fkpB","peptidyl-prolyl cis-trans isomerase","5","79","33","66","13.157894736842104","45.51724137931035","0.12658227848101267","2.95604749360192e-06","0.09988188876131528","0.002635999366932166","7","3","6","0.125","0.9999999999999998"
"group_27038","","hypothetical protein","14","8","24","137","36.84210526315789","94.48275862068965","9.989583333333334","2.9832806117194198e-06","0.10080206858938748","0.002635999366932166","12","8","4","0.3876953125000001","0.3876953125000001"
"group_18923","","hypothetical protein","14","8","24","137","36.84210526315789","94.48275862068965","9.989583333333334","2.9832806117194198e-06","0.10080206858938748","0.002635999366932166","12","8","4","0.3876953125000001","0.3876953125000001"
"group_21179","ccdA_2","Antitoxin CcdA","14","8","24","137","36.84210526315789","94.48275862068965","9.989583333333334","2.9832806117194198e-06","0.10080206858938748","0.002635999366932166","12","8","4","0.3876953125000001","0.3876953125000001"
"xerD_4","","site-specific recombinase","20","21","18","124","52.63157894736842","85.51724137931035","6.560846560846561","3.042527902878288e-06","0.10280397531035447","0.002635999366932166","18","10","8","0.8145294189453123","0.8145294189453123"
"ccdB_2","","Toxin CcdB","20","21","18","124","52.63157894736842","85.51724137931035","6.560846560846561","3.042527902878288e-06","0.10280397531035447","0.002635999366932166","18","11","8","0.48068237304687483","0.8145294189453123"
"fimC_1","","periplasmic chaperone, required for type 1 fimbriae","28","46","10","99","73.68421052631578","68.27586206896552","6.026086956521739","4.492371766006326e-06","0.15179274960158776","0.0037948187400396937","16","9","8","0.8036193847656252","1.0"
"mdoD","","glucan biosynthesis protein D","29","50","9","95","76.31578947368422","65.51724137931035","6.122222222222222","5.438870528109897e-06","0.1837739962743053","0.004124619610673792","13","9","5","0.26684570312499983","0.5810546875"
"tsx_1","","nucleoside channel; receptor of phage T6 and colicin K","9","95","29","50","23.684210526315788","34.48275862068966","0.16333938294010888","5.438870528109897e-06","0.1837739962743053","0.004124619610673792","2","1","2","0.5","1.0"
"group_10329","","hypothetical protein","9","95","29","50","23.684210526315788","34.48275862068966","0.16333938294010888","5.438870528109897e-06","0.1837739962743053","0.004124619610673792","2","1","2","0.5","1.0"
"ytfT","","galactofuranose / galactopyranose ABC transporter - putative membrane subunit","22","27","16","118","57.89473684210527","81.37931034482759","6.0092592592592595","5.4868853808343646e-06","0.18539637013301236","0.004124619610673792","14","10","7","0.17956542968750003","1.0"
"group_27357","","hypothetical protein","11","4","27","141","28.947368421052634","97.24137931034483","14.36111111111111","6.181581482987015e-06","0.20886945672864826","0.004124619610673792","7","6","2","0.125","0.4531249999999996"
"group_27274","","hypothetical protein","11","4","27","141","28.947368421052634","97.24137931034483","14.36111111111111","6.181581482987015e-06","0.20886945672864826","0.004124619610673792","13","9","4","0.26684570312499983","0.26684570312499983"
"group_19722","","hypothetical protein","14","9","24","136","36.84210526315789","93.79310344827586","8.814814814814815","6.5736429894854964e-06","0.22211682297172544","0.004124619610673792","11","7","4","0.548828125","0.548828125"
"thiP","","thiamin ABC transporter - membrane subunit","29","51","9","94","76.31578947368422","64.82758620689654","5.938997821350762","6.591774215762076e-06","0.22272945897638477","0.004124619610673792","4","2","3","0.625","1.0"
"ycbU","","fimbrial protein","9","94","29","51","23.684210526315788","35.172413793103445","0.16837857666911224","6.591774215762076e-06","0.22272945897638477","0.004124619610673792","2","1","2","0.5","1.0"
"ycbV","","putative fimbrial-like adhesin protein","9","94","29","51","23.684210526315788","35.172413793103445","0.16837857666911224","6.591774215762076e-06","0.22272945897638477","0.004124619610673792","2","1","2","0.5","1.0"
"group_19159","fimC_1","periplasmic chaperone, required for type 1 fimbriae","9","94","29","51","23.684210526315788","35.172413793103445","0.16837857666911224","6.591774215762076e-06","0.22272945897638477","0.004124619610673792","2","1","2","0.5","1.0"
"fimI_2","","fimbrial protein","9","94","29","51","23.684210526315788","35.172413793103445","0.16837857666911224","6.591774215762076e-06","0.22272945897638477","0.004124619610673792","2","1","2","0.5","1.0"
"yfcP","","putative fimbrial-like adhesin protein","9","94","29","51","23.684210526315788","35.172413793103445","0.16837857666911224","6.591774215762076e-06","0.22272945897638477","0.004124619610673792","2","1","2","0.5","1.0"
"panB","","3-methyl-2-oxobutanoate hydroxymethyltransferase monomer","29","51","9","94","76.31578947368422","64.82758620689654","5.938997821350762","6.591774215762076e-06","0.22272945897638477","0.004124619610673792","2","2","1","0.5","1.0"
"group_21781","","hypothetical protein","15","11","23","134","39.473684210526315","92.41379310344827","7.944664031620554","6.90324401105346e-06","0.23325371188948538","0.004165244855169382","13","8","6","0.5810546875","0.9999999999999999"
"group_27275","","hypothetical protein","15","11","23","134","39.473684210526315","92.41379310344827","7.944664031620554","6.90324401105346e-06","0.23325371188948538","0.004165244855169382","13","8","5","0.5810546875","0.5810546875"
"thiD","","hydroxymethylpyrimidine kinase / phosphohydroxymethylpyrimidine kinase","31","59","7","86","81.57894736842105","59.310344827586206","6.455205811138015","7.15610646202135e-06","0.2417976812452394","0.004168925538711025","15","11","5","0.11846923828124997","0.30175781250000017"
"group_16355","thiD","hydroxymethylpyrimidine kinase / phosphohydroxymethylpyrimidine kinase","7","86","31","59","18.421052631578945","40.689655172413794","0.15491372843210802","7.156106462021351e-06","0.24179768124523943","0.004168925538711025","14","4","11","0.05737304687500002","0.17956542968750003"
"group_8253","","hypothetical protein","6","81","32","64","15.789473684210526","44.13793103448276","0.14814814814814814","7.763950184667633e-06","0.2623361127897347","0.00444637479304635","8","5","3","0.7265625000000002","0.7265625000000002"
"group_2114","ycjZ_2","putative transcriptional regulator LysR-type","3","66","35","79","7.894736842105263","54.48275862068965","0.1025974025974026","8.492782622052635e-06","0.2869626320165365","0.004782710533608942","10","3","7","0.3437499999999999","0.3437499999999999"
"group_11097","speA","arginine decarboxylase, biosynthetic","18","18","20","127","47.368421052631575","87.58620689655172","6.35","8.686953656184276e-06","0.2935234770888105","0.004811860280144434","16","11","7","0.21011352539062492","0.8036193847656252"
"group_5626","gatC_2","galactitol PTS permease - GatC subunit","17","16","21","129","44.73684210526316","88.96551724137932","6.526785714285714","1.0600668373950376e-05","0.3581859836874093","0.005568113083569647","10","6","6","0.7539062500000002","0.7539062500000002"
"group_18951","","hypothetical protein","17","16","21","129","44.73684210526316","88.96551724137932","6.526785714285714","1.0600668373950376e-05","0.3581859836874093","0.005568113083569647","20","11","12","0.5034446716308595","0.8238029479980463"
"cbrC","","colicin E2 tolerance protein","22","29","16","116","57.89473684210527","80.0","5.5","1.0950905223449212e-05","0.3700201365951254","0.005568113083569647","7","7","2","0.015625","0.4531249999999996"
"mhpF","","acetaldehyde dehydrogenase 2","27","45","11","100","71.05263157894737","68.96551724137932","5.454545454545454","1.1370558547642888e-05","0.38419980276630555","0.005568113083569647","13","9","6","0.26684570312499983","0.9999999999999999"
"djlC","","Hsc56, co-chaperone of Hsc62","27","45","11","100","71.05263157894737","68.96551724137932","5.454545454545454","1.1370558547642888e-05","0.38419980276630555","0.005568113083569647","6","5","3","0.21875000000000003","1.0"
"group_12640","","hypothetical protein","27","45","11","100","71.05263157894737","68.96551724137932","5.454545454545454","1.1370558547642888e-05","0.38419980276630555","0.005568113083569647","6","5","3","0.21875000000000003","1.0"
"group_6639","","hypothetical protein","27","45","11","100","71.05263157894737","68.96551724137932","5.454545454545454","1.1370558547642888e-05","0.38419980276630555","0.005568113083569647","6","5","3","0.21875000000000003","1.0"
"bglF","","beta-glucoside PTS permease BglF - cryptic","11","100","27","45","28.947368421052634","31.03448275862069","0.18333333333333332","1.1370558547642892e-05","0.38419980276630566","0.005568113083569647","11","5","7","0.548828125","0.9999999999999997"
"ydfU_2","","Qin prophage; predicted protein","9","2","29","143","23.684210526315788","98.62068965517241","22.189655172413794","1.2463881651306929e-05","0.4211420971160098","0.0058217323139139725","10","8","2","0.10937500000000003","0.10937500000000003"
"group_18220","panB","3-methyl-2-oxobutanoate hydroxymethyltransferase monomer","9","93","29","52","23.684210526315788","35.86206896551724","0.1735261401557286","1.4314842416670705e-05","0.4836842104168864","0.0058217323139139725","2","1","2","0.5","1.0"
"group_20984","sra","30S ribosomal subunit protein S22","9","93","29","52","23.684210526315788","35.86206896551724","0.1735261401557286","1.4314842416670705e-05","0.4836842104168864","0.0058217323139139725","3","2","2","1.0","1.0"
"group_14700","yadK","putative fimbrial-like adhesin protein","9","93","29","52","23.684210526315788","35.86206896551724","0.1735261401557286","1.4314842416670705e-05","0.4836842104168864","0.0058217323139139725","2","1","2","0.5","1.0"
"yadN","","putative fimbrial-like adhesin protein","9","93","29","52","23.684210526315788","35.86206896551724","0.1735261401557286","1.4314842416670705e-05","0.4836842104168864","0.0058217323139139725","2","1","2","0.5","1.0"
"yegP","","putative protein","33","70","5","75","86.8421052631579","51.724137931034484","7.071428571428571","1.4546741990196446e-05","0.4915198651067477","0.0058217323139139725","7","5","3","0.4531249999999996","0.9999999999999998"
"group_22181","","hypothetical protein","5","75","33","70","13.157894736842104","48.275862068965516","0.1414141414141414","1.4546741990196446e-05","0.4915198651067477","0.0058217323139139725","7","3","5","0.4531249999999996","0.9999999999999998"
"group_26665","","hypothetical protein","5","75","33","70","13.157894736842104","48.275862068965516","0.1414141414141414","1.4546741990196446e-05","0.4915198651067477","0.0058217323139139725","7","3","5","0.4531249999999996","0.9999999999999998"
"group_52337","yegP","putative protein","5","75","33","70","13.157894736842104","48.275862068965516","0.1414141414141414","1.4546741990196446e-05","0.4915198651067477","0.0058217323139139725","7","3","5","0.4531249999999996","0.9999999999999998"
"group_9935","mdoD","glucan biosynthesis protein D","4","69","34","76","10.526315789473683","52.41379310344828","0.12958226768968456","1.4606456279179562e-05","0.4935375512171982","0.0058217323139139725","9","3","7","0.17968750000000003","0.5078125"
"speA","","arginine decarboxylase, biosynthetic","20","126","18","19","52.63157894736842","13.10344827586207","0.1675485008818342","1.4770681760428252e-05","0.4990865660031102","0.0058217323139139725","18","9","12","0.23788452148437486","1.0"
"narZ","","nitrate reductase Z, alpha subunit","20","126","18","19","52.63157894736842","13.10344827586207","0.1675485008818342","1.4770681760428252e-05","0.4990865660031102","0.0058217323139139725","18","9","11","0.48068237304687483","1.0"
"yfcR","","putative fimbrial-like adhesin protein","9","92","29","53","23.684210526315788","36.55172413793103","0.1787856071964018","1.5678997323571917e-05","0.5297776405661715","0.0058217323139139725","1","1","1","1.0","1.0"
"mhpE","","4-hydroxy-2-ketovalerate aldolase","29","53","9","92","76.31578947368422","63.44827586206897","5.59329140461216","1.5678997323571917e-05","0.5297776405661715","0.0058217323139139725","7","4","4","0.9999999999999998","0.9999999999999998"
"group_14622","kgtP_1","alpha-ketoglutarate:H+ symporter","9","92","29","53","23.684210526315788","36.55172413793103","0.1787856071964018","1.5678997323571917e-05","0.5297776405661715","0.0058217323139139725","3","2","2","1.0","1.0"
"aroC","","chorismate synthase","29","53","9","92","76.31578947368422","63.44827586206897","5.59329140461216","1.5678997323571917e-05","0.5297776405661715","0.0058217323139139725","7","4","4","0.9999999999999998","0.9999999999999998"
"yfcQ","","putative fimbrial-like adhesin protein","9","92","29","53","23.684210526315788","36.55172413793103","0.1787856071964018","1.5678997323571917e-05","0.5297776405661715","0.0058217323139139725","1","1","1","1.0","1.0"
"group_10317","htrE","putative outer membrane usher protein","9","92","29","53","23.684210526315788","36.55172413793103","0.1787856071964018","1.5678997323571917e-05","0.5297776405661715","0.0058217323139139725","1","1","1","1.0","1.0"
"group_11587","yadL","hypothetical protein","9","92","29","53","23.684210526315788","36.55172413793103","0.1787856071964018","1.5678997323571917e-05","0.5297776405661715","0.0058217323139139725","3","2","2","1.0","1.0"
"yadV","","putative pilin chaperone similar to PapD","9","92","29","53","23.684210526315788","36.55172413793103","0.1787856071964018","1.5678997323571917e-05","0.5297776405661715","0.0058217323139139725","1","1","1","1.0","1.0"
"ycf3","","Photosystem I assembly protein Ycf3","9","92","29","53","23.684210526315788","36.55172413793103","0.1787856071964018","1.5678997323571917e-05","0.5297776405661715","0.0058217323139139725","1","1","1","1.0","1.0"
"group_26509","mprA_2","MprA-CCCP","9","92","29","53","23.684210526315788","36.55172413793103","0.1787856071964018","1.5678997323571917e-05","0.5297776405661715","0.0058217323139139725","5","4","2","0.375","1.0"
"yqiK","","putative membrane protein","32","65","6","80","84.21052631578947","55.172413793103445","6.564102564102564","1.6073770176188646e-05","0.5431166204832382","0.005873429614560627","11","7","4","0.548828125","0.548828125"
"group_15937","prpD","2-methylcitrate dehydratase","5","74","33","71","13.157894736842104","48.96551724137931","0.14537264537264538","1.6362945993000602e-05","0.5528875821574973","0.005873429614560627","10","4","6","0.7539062500000002","0.7539062500000002"
"sucA","","subunit of E1(0) component of 2-oxoglutarate dehydrogenase","30","57","8","88","78.94736842105263","60.689655172413794","5.7894736842105265","1.6800356611948482e-05","0.5676672495611272","0.005873429614560627","7","3","5","0.4531249999999996","0.9999999999999998"
"group_10992","ytfT","galactofuranose / galactopyranose ABC transporter - putative membrane subunit","17","118","21","27","44.73684210526316","18.620689655172416","0.18523002421307505","1.6956093467754585e-05","0.5729294421819596","0.005873429614560627","14","8","10","0.17956542968750003","0.7905273437500004"
"group_6404","fimC_3","periplasmic chaperone, required for type 1 fimbriae","6","79","32","66","15.789473684210526","45.51724137931035","0.15664556962025317","1.7089585400382583e-05","0.5774400010935271","0.005873429614560627","11","6","5","0.9999999999999997","0.9999999999999997"
"yegX","","putative hydrolase","32","66","6","79","84.21052631578947","54.48275862068965","6.383838383838384","1.7089585400382583e-05","0.5774400010935271","0.005873429614560627","8","7","3","0.0703125","0.7265625000000002"
"group_11465","","hypothetical protein","10","95","28","50","26.31578947368421","34.48275862068966","0.18796992481203006","1.7208841097443015e-05","0.5814695318415021","0.005873429614560627","6","4","4","0.6875000000000002","0.6875000000000002"
"group_14623","yjjL","galactonate:H+ symporter","10","95","28","50","26.31578947368421","34.48275862068966","0.18796992481203006","1.7208841097443015e-05","0.5814695318415021","0.005873429614560627","4","2","3","0.625","1.0"
"ydfJ_1","","putative transporter","3","64","35","81","7.894736842105263","55.86206896551724","0.10848214285714286","1.82502779802278e-05","0.6166586426739172","0.006166586426739173","5","1","5","0.0625","0.375"
"group_52932","sucB_2","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex","9","91","29","54","23.684210526315788","37.24137931034483","0.18416066691928762","1.8788189989663586e-05","0.6348341515607429","0.006285486649116266","2","2","1","0.5","1.0"
"group_9157","","hypothetical protein","12","7","26","138","31.57894736842105","95.17241379310344","9.098901098901099","2.2881645463841386e-05","0.7731479185777366","0.007293848288469213","3","3","0","0.25","0.25"
"group_9188","","hypothetical protein","12","7","26","138","31.57894736842105","95.17241379310344","9.098901098901099","2.2881645463841386e-05","0.7731479185777366","0.007293848288469213","6","5","2","0.21875000000000003","0.6875000000000002"
"tdcG","","L-serine deaminase III","26","138","12","7","68.42105263157895","4.827586206896552","0.10990338164251208","2.2881645463841386e-05","0.7731479185777366","0.007293848288469213","7","3","4","0.9999999999999998","0.9999999999999998"
"yjgL_2","","putative protein","12","7","26","138","31.57894736842105","95.17241379310344","9.098901098901099","2.2881645463841386e-05","0.7731479185777366","0.007293848288469213","5","4","2","0.375","1.0"
"group_13138","","hypothetical protein","12","7","26","138","31.57894736842105","95.17241379310344","9.098901098901099","2.2881645463841386e-05","0.7731479185777366","0.007293848288469213","3","3","0","0.25","0.25"
"group_12707","","hypothetical protein","18","20","20","125","47.368421052631575","86.20689655172413","5.625","2.4483812041933247e-05","0.8272835250848825","0.007731621729765256","14","6","9","0.4239501953124999","0.7905273437500004"
"rfbD","","dTDP-4-dehydrorhamnose reductase","15","13","23","132","39.473684210526315","91.0344827586207","6.622073578595318","2.4974764895043075e-05","0.8438723310386105","0.00781363269480195","6","4","3","0.6875000000000002","1.0"
"group_8885","tdcG","L-serine deaminase III","13","9","25","136","34.21052631578947","93.79310344827586","7.857777777777778","2.6105214324532234e-05","0.8820690868116197","0.008092376943225869","9","5","4","1.0","1.0"
"group_4742","","hypothetical protein","27","47","11","98","71.05263157894737","67.58620689655173","5.117988394584139","2.804088308481497e-05","0.947473398552813","0.00851489795656159","11","4","7","0.548828125","0.548828125"
"virB","","Virulence regulon transcriptional activator VirB","24","37","14","108","63.1578947368421","74.48275862068967","5.003861003861004","2.9189289918379276e-05","0.9862769170521174","0.00851489795656159","19","12","10","0.3592834472656249","1.0"
"group_21195","","hypothetical protein","14","108","24","37","36.84210526315789","25.517241379310345","0.19984567901234568","2.9189289918379276e-05","0.9862769170521174","0.00851489795656159","4","2","4","0.125","1.0"
"fadK_1","","short chain acyl-CoA synthetase monomer","4","67","34","78","10.526315789473683","53.79310344827586","0.1369622475856014","2.9232240165768282e-05","0.9877281629611445","0.00851489795656159","9","3","6","0.5078125","0.5078125"
"group_26401","","hypothetical protein","4","67","34","78","10.526315789473683","53.79310344827586","0.1369622475856014","2.9232240165768282e-05","0.9877281629611445","0.00851489795656159","9","3","6","0.5078125","0.5078125"
"group_21984","","hypothetical protein","4","67","34","78","10.526315789473683","53.79310344827586","0.1369622475856014","2.9232240165768282e-05","0.9877281629611445","0.00851489795656159","9","3","6","0.5078125","0.5078125"
"group_26280","","hypothetical protein","4","67","34","78","10.526315789473683","53.79310344827586","0.1369622475856014","2.9232240165768282e-05","0.9877281629611445","0.00851489795656159","9","3","6","0.5078125","0.5078125"
"group_7317","","hypothetical protein","17","18","21","127","44.73684210526316","87.58620689655172","5.711640211640212","3.116294915242576e-05","1.0","0.00892343126196029","13","7","9","0.26684570312499983","0.9999999999999999"
"rfbB","","RmlB","17","18","21","127","44.73684210526316","87.58620689655172","5.711640211640212","3.116294915242576e-05","1.0","0.00892343126196029","11","6","6","0.9999999999999997","0.9999999999999997"
"group_5586","ygfI","putative DNA-binding transcriptional regulator LYSR-type","27","48","11","97","71.05263157894737","66.89655172413794","4.9602272727272725","3.3504201293063005e-05","1.0","0.009203956251001934","11","8","5","0.22656250000000003","0.9999999999999997"
"higB","","translation-dependent mRNA interferase, toxin of the HigB-HigA toxin-antitoxin system","28","51","10","94","73.68421052631578","64.82758620689654","5.1607843137254905","3.35238733979553e-05","1.0","0.009203956251001934","14","10","6","0.17956542968750003","0.7905273437500004"
"group_12081","thiP","thiamin ABC transporter - membrane subunit","10","94","28","51","26.31578947368421","35.172413793103445","0.19376899696048633","3.35238733979553e-05","1.0","0.009203956251001934","5","4","2","0.375","1.0"
"sra","","30S ribosomal subunit protein S22","28","51","10","94","73.68421052631578","64.82758620689654","5.1607843137254905","3.35238733979553e-05","1.0","0.009203956251001934","4","3","3","0.625","0.625"
"yagA","","CP4-6 prophage; predicted DNA-binding transcriptional regulator","5","72","33","73","13.157894736842104","50.3448275862069","0.15361952861952863","3.404938090429553e-05","1.0","0.009203956251001934","10","5","5","1.0","1.0"
"group_13003","","hypothetical protein","5","72","33","73","13.157894736842104","50.3448275862069","0.15361952861952863","3.404938090429553e-05","1.0","0.009203956251001934","10","5","5","1.0","1.0"
"group_19413","","hypothetical protein","5","72","33","73","13.157894736842104","50.3448275862069","0.15361952861952863","3.404938090429553e-05","1.0","0.009203956251001934","8","5","4","0.7265625000000002","1.0"
"ydcR_2","","fused predicted DNA-binding transcriptional regulator and predicted amino transferase","14","107","24","38","36.84210526315789","26.20689655172414","0.2071651090342679","3.700962962755666e-05","1.0","0.00983197698508491","4","2","4","0.125","1.0"
"group_53486","sdhC","succinate dehydrogenase membrane protein","9","90","29","55","23.684210526315788","37.93103448275862","0.1896551724137931","3.76781017265619e-05","1.0","0.00983197698508491","5","4","2","0.375","1.0"
"sdhC","","succinate dehydrogenase membrane protein","29","55","9","90","76.31578947368422","62.06896551724138","5.2727272727272725","3.767810172656191e-05","1.0","0.00983197698508491","5","2","4","0.375","1.0"
"rfbC","","dTDP-4-dehydrorhamnose 3,5-epimerase","16","16","22","129","42.10526315789473","88.96551724137932","5.863636363636363","3.813859601389779e-05","1.0","0.00983197698508491","10","6","5","0.7539062500000002","1.0"
"mhpC","","2-hydroxy-6-ketonona-2,4-dienedioate hydrolase","28","52","10","93","73.68421052631578","64.13793103448275","5.007692307692308","3.8409570038509815e-05","1.0","0.00983197698508491","9","5","5","1.0","1.0"
"mhpD","","2-hydroxypentadienoate hydratase","28","52","10","93","73.68421052631578","64.13793103448275","5.007692307692308","3.8409570038509815e-05","1.0","0.00983197698508491","9","5","5","1.0","1.0"
