"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_13502","tusC","sulfur transfer protein complex, TusC subunit","93","58","13","167","87.73584905660378","74.22222222222223","20.59814323607427","1.334915848300806e-27","6.920871215515528e-23","6.291701105014117e-24","27","21","8","0.005924612283706666","0.05223898589611053"
"group_10992","ytfT","galactofuranose / galactopyranose ABC transporter - putative membrane subunit","7","150","99","75","6.60377358490566","33.33333333333333","0.03535353535353535","2.2758737089541523e-27","1.1799267244072803e-22","9.832722703394003e-24","13","6","11","0.022460937500000003","0.9999999999999999"
"group_403","cbeA_2","CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system","68","17","38","208","64.15094339622641","92.44444444444444","21.894736842105264","3.470414278241615e-27","1.7992362825543653e-22","1.384027909657204e-23","20","15","6","0.04138946533203125","0.11531829833984371"
"ytfT","","galactofuranose / galactopyranose ABC transporter - putative membrane subunit","99","76","7","149","93.39622641509435","66.22222222222223","27.727443609022558","4.1777670546223854e-27","2.1659633294689757e-22","1.4900701455759394e-23","13","11","6","0.022460937500000003","0.9999999999999999"
"tufA","","elongation factor Tu","9","155","97","70","8.49056603773585","31.11111111111111","0.041902228134353174","4.311129748990084e-27","2.235105218363909e-22","1.4900701455759394e-23","20","7","17","0.002576828002929687","0.2631759643554687"
"yeeS_2","","CP4-44 prophage; predicted DNA repair protein","91","55","15","170","85.84905660377359","75.55555555555556","18.75151515151515","5.156439478052268e-27","2.673356047396198e-22","1.670847529622624e-23","24","21","9","0.00027716159820556657","0.3074562549591064"
"chpS","","ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system","99","77","7","148","93.39622641509435","65.77777777777779","27.183673469387756","1.0463466314353352e-26","5.424784110676495e-22","3.0137689503758307e-23","12","11","6","0.006347656250000001","1.0"
"chpB_1","","ChpB toxin of the ChpB-ChpS toxin-antitoxin system","99","77","7","148","93.39622641509435","65.77777777777779","27.183673469387756","1.0463466314353352e-26","5.424784110676495e-22","3.0137689503758307e-23","12","11","6","0.006347656250000001","1.0"
"group_15459","higB","Endoribonuclease HigB","4","137","102","88","3.7735849056603774","39.111111111111114","0.025189637898955203","1.4524562765559477e-26","7.530259565804311e-22","3.9632945083180586e-23","8","3","6","0.2890624999999999","0.7265625000000002"
"group_4868","","hypothetical protein","60","10","46","215","56.60377358490566","95.55555555555556","28.043478260869566","2.485520462112448e-26","1.2886180835821986e-21","6.13627658848666e-23","21","18","6","0.001489639282226563","0.07835388183593749"
"group_10638","","hypothetical protein","60","10","46","215","56.60377358490566","95.55555555555556","28.043478260869566","2.485520462112448e-26","1.2886180835821986e-21","6.13627658848666e-23","22","18","6","0.004343509674072266","0.052478790283203125"
"yjgH","","putative mRNA endoribonuclease","105","105","1","120","99.05660377358491","53.333333333333336","120.0","2.0098543282964004e-25","1.0420089765052688e-20","4.736404438660313e-22","11","10","1","0.011718750000000002","0.011718750000000002"
"group_2644","","hypothetical protein","1","119","105","106","0.9433962264150944","47.11111111111111","0.008483393357342937","5.116812408337722e-25","2.6528113931026918e-20","1.1533962578707355e-21","5","1","4","0.375","0.375"
"gadB","","glutamate decarboxylase B subunit","62","14","44","211","58.490566037735846","93.77777777777779","21.23701298701299","6.2797536985047795e-25","3.255738304989803e-20","1.3565576270790846e-21","15","14","3","0.0009765624999999998","0.035156250000000014"
"group_13352","","hypothetical protein","58","11","48","214","54.71698113207547","95.11111111111111","23.507575757575758","2.8729949850062537e-24","1.4895042499764922e-19","5.958016999905969e-21","21","18","6","0.001489639282226563","0.07835388183593749"
"group_185","yfjQ_1","CP4-57 prophage; predicted protein","59","12","47","213","55.660377358490564","94.66666666666667","22.28191489361702","3.0367521720851438e-24","1.5744041636175428e-19","6.0554006292982416e-21","21","15","9","0.07835388183593749","0.6636238098144525"
"bdcA","","c-di-GMP binding protein involved in biofilm dispersal","105","110","1","115","99.05660377358491","51.11111111111111","109.77272727272727","5.6017920493971226e-24","2.904249088009938e-19","1.0372318171464065e-20","7","6","1","0.125","0.125"
"bdcR","","putative transcriptional regulator","105","110","1","115","99.05660377358491","51.11111111111111","109.77272727272727","5.6017920493971226e-24","2.904249088009938e-19","1.0372318171464065e-20","7","6","1","0.125","0.125"
"group_1507","yeeT_1","CP4-44 prophage; predicted protein","64","18","42","207","60.37735849056604","92.0","17.523809523809526","7.597380974705103e-24","3.9388621663358607e-19","1.3582283332192622e-20","27","20","11","0.019157290458679185","0.44206833839416504"
"ldrD_1","","LdrD peptide of the LdrD-RdlD toxin-antitoxin system","86","52","20","173","81.13207547169812","76.88888888888889","14.305769230769231","8.093685598929291e-24","4.196171298764891e-19","1.3987237662549636e-20","23","21","7","6.604194641113283e-05","0.09313964843749999"
"chpB_2","","ChpB toxin of the ChpB-ChpS toxin-antitoxin system","56","10","50","215","52.83018867924528","95.55555555555556","24.08","1.1596808044657502e-23","6.012365130752682e-19","1.9031202216475703e-20","19","14","7","0.06356811523437494","0.3592834472656249"
"tabA","","toxin-antitoxin biofilm protein","105","111","1","114","99.05660377358491","50.66666666666667","107.83783783783784","1.321483807104109e-23","6.8512327979312535e-19","1.9031202216475703e-20","6","5","1","0.21875000000000003","0.21875000000000003"
"ybcF_2","","putative carbamate kinase","1","114","105","111","0.9433962264150944","49.333333333333336","0.009273182957393484","1.321483807104109e-23","6.8512327979312535e-19","1.9031202216475703e-20","6","1","5","0.21875000000000003","0.21875000000000003"
"argI_1","","ornithine carbamoyltransferase chain I","1","114","105","111","0.9433962264150944","49.333333333333336","0.009273182957393484","1.321483807104109e-23","6.8512327979312535e-19","1.9031202216475703e-20","6","1","5","0.21875000000000003","0.21875000000000003"
"arcA","","Arginine deiminase","1","114","105","111","0.9433962264150944","49.333333333333336","0.009273182957393484","1.321483807104109e-23","6.8512327979312535e-19","1.9031202216475703e-20","6","1","5","0.21875000000000003","0.21875000000000003"
"argI","","ornithine carbamoyltransferase chain I","105","111","1","114","99.05660377358491","50.66666666666667","107.83783783783784","1.321483807104109e-23","6.8512327979312535e-19","1.9031202216475703e-20","6","5","1","0.21875000000000003","0.21875000000000003"
"group_52753","rpsG","30S ribosomal subunit protein S7","13","156","93","69","12.264150943396226","30.666666666666664","0.06182795698924731","1.666258134495244e-23","8.6387152982905935e-19","2.2733461311291035e-20","26","8","21","0.0024939179420471187","0.0755186975002289"
"group_53725","fusA","elongation factor G","13","156","93","69","12.264150943396226","30.666666666666664","0.06182795698924731","1.666258134495244e-23","8.6387152982905935e-19","2.2733461311291035e-20","26","8","21","0.0024939179420471187","0.0755186975002289"
"argR_2","","ArgR-arg","1","113","105","112","0.9433962264150944","49.77777777777778","0.00943952802359882","1.9493295024215007e-23","1.010629880530427e-18","2.5265747013260673e-20","6","1","5","0.21875000000000003","0.21875000000000003"
"yfcC_1","","putative inner membrane protein; putative S-transferase","1","113","105","112","0.9433962264150944","49.77777777777778","0.00943952802359882","1.9493295024215007e-23","1.010629880530427e-18","2.5265747013260673e-20","6","1","5","0.21875000000000003","0.21875000000000003"
"nmpC_1","","outer membrane porin protein; locus of qsr prophage","2","118","104","107","1.8867924528301887","47.55555555555556","0.0174380704041721","2.2378384301951604e-23","1.160207334134681e-18","2.8297739856943436e-20","9","2","7","0.17968750000000003","0.17968750000000003"
"group_13501","tusB","sulfur transfer protein complex, TusB subunit","13","155","93","70","12.264150943396226","31.11111111111111","0.06312868539715574","2.358596397982775e-23","1.2228143025341696e-18","2.911462625081356e-20","26","8","21","0.0024939179420471187","0.0755186975002289"
"gadB_1","","glutamate decarboxylase B subunit","29","188","77","37","27.358490566037734","16.444444444444446","0.07412268582481349","3.7426480854774315e-23","1.9403758999157743e-18","4.512502092827382e-20","22","6","20","0.00012111663818359382","0.052478790283203125"
"group_16829","","hypothetical protein","1","112","105","113","0.9433962264150944","50.22222222222222","0.009608843537414966","4.1826763652778177e-23","2.1685085615782844e-18","4.9284285490415557e-20","6","1","5","0.21875000000000003","0.21875000000000003"
"group_5996","yiaY","putative Fe-containing alcohol dehydrogenase","3","122","103","103","2.8301886792452833","45.77777777777778","0.02459016393442623","4.892110748468753e-23","2.5363148175436253e-18","5.636255150096945e-20","6","3","4","0.6875000000000002","1.0"
"group_21324","mazE","MazE antitoxin of the MazF-MazE toxin-antitoxin system","56","11","50","214","52.83018867924528","95.11111111111111","21.78909090909091","5.756172238615978e-23","2.9842874971104537e-18","6.487581515457508e-20","20","14","8","0.11531829833984371","0.5034446716308595"
"group_51743","rpsL","30S ribosomal subunit protein S12","13","154","93","71","12.264150943396226","31.555555555555554","0.06444630638179025","6.96252261510141e-23","3.609719849799326e-18","7.52024968708193e-20","26","8","21","0.0024939179420471187","0.0755186975002289"
"tusB","","sulfur transfer protein complex, TusB subunit","93","71","13","154","87.73584905660378","68.44444444444444","15.516793066088841","6.962522615101411e-23","3.609719849799326e-18","7.52024968708193e-20","27","21","8","0.005924612283706666","0.05223898589611053"
"yfcR","","putative fimbrial-like adhesin protein","1","111","105","114","0.9433962264150944","50.66666666666667","0.009781209781209782","1.0194542226919533e-22","5.285360417546432e-18","1.0164154649127754e-19","1","1","1","1.0","1.0"
"yfcQ","","putative fimbrial-like adhesin protein","1","111","105","114","0.9433962264150944","50.66666666666667","0.009781209781209782","1.0194542226919533e-22","5.285360417546432e-18","1.0164154649127754e-19","1","1","1","1.0","1.0"
"argI_2","","ornithine carbamoyltransferase chain I","1","111","105","114","0.9433962264150944","50.66666666666667","0.009781209781209782","1.0194542226919533e-22","5.285360417546432e-18","1.0164154649127754e-19","6","1","5","0.21875000000000003","0.21875000000000003"
"group_26460","tabA_1","toxin-antitoxin biofilm protein","1","111","105","114","0.9433962264150944","50.66666666666667","0.009781209781209782","1.0194542226919533e-22","5.285360417546432e-18","1.0164154649127754e-19","6","1","5","0.21875000000000003","0.21875000000000003"
"sra","","30S ribosomal subunit protein S22","104","110","2","115","98.11320754716981","51.11111111111111","54.36363636363637","1.6719661538598948e-22","8.668308524686624e-18","1.6052423193864118e-19","5","4","2","0.375","1.0"
"group_18856","","hypothetical protein","2","115","104","110","1.8867924528301887","48.888888888888886","0.01839464882943144","1.6719661538598948e-22","8.668308524686624e-18","1.6052423193864118e-19","5","2","4","0.375","1.0"
"group_12256","","hypothetical protein","55","11","51","214","51.886792452830186","95.11111111111111","20.980392156862745","2.504341080543898e-22","1.2983756332079839e-17","2.3606829694690617e-19","20","14","9","0.11531829833984371","0.8238029479980463"
"rpsG","","30S ribosomal subunit protein S7","92","70","14","155","86.79245283018868","68.88888888888889","14.551020408163266","2.5679956214190286e-22","1.3313773299246953e-17","2.3774595177226703e-19","27","21","9","0.005924612283706666","0.12207812070846553"
"group_10103","","hypothetical protein","1","109","105","116","0.9433962264150944","51.55555555555556","0.010135430318916557","3.0153341555061036e-22","1.5632999929221393e-17","2.695344815382999e-19","4","1","3","0.625","0.625"
"group_6755","","hypothetical protein","1","109","105","116","0.9433962264150944","51.55555555555556","0.010135430318916557","3.0153341555061036e-22","1.5632999929221393e-17","2.695344815382999e-19","4","1","3","0.625","0.625"
"rpsL","","30S ribosomal subunit protein S12","92","71","14","154","86.79245283018868","68.44444444444444","14.253521126760564","3.506040455087209e-22","1.8177066739399634e-17","3.0808587693897685e-19","27","21","9","0.005924612283706666","0.12207812070846553"
"yfcP","","putative fimbrial-like adhesin protein","2","114","104","111","1.8867924528301887","49.333333333333336","0.018724696356275303","3.992468078575015e-22","2.0698950753372164e-17","3.3932706153069123e-19","4","2","3","0.625","1.0"
"group_10329","","hypothetical protein","2","114","104","111","1.8867924528301887","49.333333333333336","0.018724696356275303","3.992468078575015e-22","2.0698950753372164e-17","3.3932706153069123e-19","3","1","2","1.0","1.0"
"group_2442","","hypothetical protein","46","4","60","221","43.39622641509434","98.22222222222223","42.358333333333334","4.0844217498833214e-22","2.117568456227008e-17","3.415432993914529e-19","13","11","4","0.022460937500000003","0.26684570312499983"
"rfaL","","O-antigen ligase","6","130","100","95","5.660377358490567","42.22222222222222","0.04384615384615385","4.838277288270001e-22","2.508404860103582e-17","3.981595016037432e-19","10","5","7","0.3437499999999999","1.0"
"yjgL_1","","putative protein","84","53","22","172","79.24528301886792","76.44444444444444","12.391080617495712","5.021066526126524e-22","2.6031719404702967e-17","4.0674561569848386e-19","17","9","9","0.9999999999999998","0.9999999999999998"
"mhpC","","2-hydroxy-6-ketonona-2,4-dienedioate hydrolase","104","112","2","113","98.11320754716981","50.22222222222222","52.464285714285715","5.590492753586247e-22","2.8983909680967896e-17","4.391501466813317e-19","7","5","2","0.4531249999999996","0.4531249999999996"
"mhpD","","2-hydroxypentadienoate hydratase","104","112","2","113","98.11320754716981","50.22222222222222","52.464285714285715","5.590492753586247e-22","2.8983909680967896e-17","4.391501466813317e-19","7","5","2","0.4531249999999996","0.4531249999999996"
"group_21315","rraB","ribonuclease E inhibitor protein B","1","108","105","117","0.9433962264150944","52.0","0.010317460317460317","7.549343886538848e-22","3.9139573379760654e-17","5.841727370113531e-19","6","1","5","0.21875000000000003","0.21875000000000003"
"group_4796","","hypothetical protein","53","10","53","215","50.0","95.55555555555556","21.5","9.560655579405326e-22","4.9567218851426915e-17","7.289296889915722e-19","19","13","8","0.16706848144531244","0.6476058959960938"
"fusA","","elongation factor G","91","70","15","155","85.84905660377359","68.88888888888889","13.433333333333334","1.1473491610890624e-21","5.948431725666244e-17","8.620915544443832e-19","27","21","9","0.005924612283706666","0.12207812070846553"
"group_26509","mprA_2","MprA-CCCP","2","112","104","113","1.8867924528301887","50.22222222222222","0.019402472527472528","1.2063902531359918e-21","6.254530267383549e-17","8.935043239119355e-19","5","2","3","1.0","1.0"
"yibD_2","","putative glycosyl transferase","6","128","100","97","5.660377358490567","43.111111111111114","0.04546875","1.6220805161185988e-21","8.409676435816876e-17","1.1680106160856771e-18","10","5","7","0.3437499999999999","1.0"
"waaJ_2","","UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase","6","128","100","97","5.660377358490567","43.111111111111114","0.04546875","1.6220805161185988e-21","8.409676435816876e-17","1.1680106160856771e-18","10","5","7","0.3437499999999999","1.0"
"mhpE","","4-hydroxy-2-ketovalerate aldolase","104","114","2","111","98.11320754716981","49.333333333333336","50.63157894736842","2.9657814456831005e-21","1.5376093905144035e-16","2.077850527722167e-18","5","3","2","1.0","1.0"
"group_14622","kgtP_1","alpha-ketoglutarate:H+ symporter","2","111","104","114","1.8867924528301887","50.66666666666667","0.01975051975051975","2.9657814456831005e-21","1.5376093905144035e-16","2.077850527722167e-18","4","2","2","1.0","1.0"
"mhpF","","acetaldehyde dehydrogenase 2","101","102","5","123","95.28301886792453","54.666666666666664","24.358823529411765","3.3425622775343784e-21","1.7329514127876984e-16","2.3106018837169314e-18","16","11","5","0.21011352539062492","0.21011352539062492"
"group_16796","","hypothetical protein","1","105","105","120","0.9433962264150944","53.333333333333336","0.010884353741496598","5.340882991237227e-21","2.7689807868069406e-16","3.6433957721143954e-18","3","1","2","1.0","1.0"
"group_5586","ygfI","putative DNA-binding transcriptional regulator LYSR-type","100","99","6","126","94.33962264150944","56.00000000000001","21.21212121212121","5.532971562695043e-21","2.868569106679245e-16","3.72541442425876e-18","13","9","5","0.26684570312499983","0.5810546875"
"group_22032","yadM","putative fimbrial-like adhesin protein","1","104","105","121","0.9433962264150944","53.77777777777778","0.011080586080586081","6.2560522470683784e-21","3.243450287492601e-16","4.158269599349488e-18","3","1","2","1.0","1.0"
"group_53486","sdhC","succinate dehydrogenase membrane protein","2","109","104","116","1.8867924528301887","51.55555555555556","0.020465772759350742","8.386186549065665e-21","4.3478184163630943e-16","5.5035676156494864e-18","3","2","2","1.0","1.0"
"group_20984","sra","30S ribosomal subunit protein S22","3","113","103","112","2.8301886792452833","49.77777777777778","0.028868459489646878","1.1130861364533402e-20","5.770795074442342e-16","7.213493843052928e-18","5","3","2","1.0","1.0"
"group_2613","lacZ","beta-galactosidase monomer","1","103","105","122","0.9433962264150944","54.22222222222223","0.011280628756356912","1.3959041328831272e-20","7.237064976932572e-16","8.18380521772536e-18","3","1","2","1.0","1.0"
"group_25907","","hypothetical protein","0","97","106","128","0.0","56.888888888888886","0.0","1.420662493191788e-20","7.365424695952825e-16","8.18380521772536e-18","5","0","5","0.0625","0.0625"
"group_15803","","hypothetical protein","0","97","106","128","0.0","56.888888888888886","0.0","1.420662493191788e-20","7.365424695952825e-16","8.18380521772536e-18","5","0","5","0.0625","0.0625"
"group_25908","","hypothetical protein","0","97","106","128","0.0","56.888888888888886","0.0","1.420662493191788e-20","7.365424695952825e-16","8.18380521772536e-18","5","0","5","0.0625","0.0625"
"group_16314","","hypothetical protein","0","97","106","128","0.0","56.888888888888886","0.0","1.420662493191788e-20","7.365424695952825e-16","8.18380521772536e-18","5","0","5","0.0625","0.0625"
"group_18312","","hypothetical protein","0","97","106","128","0.0","56.888888888888886","0.0","1.420662493191788e-20","7.365424695952825e-16","8.18380521772536e-18","5","0","5","0.0625","0.0625"
"group_18742","","hypothetical protein","0","97","106","128","0.0","56.888888888888886","0.0","1.420662493191788e-20","7.365424695952825e-16","8.18380521772536e-18","5","0","5","0.0625","0.0625"
"group_18743","","hypothetical protein","0","97","106","128","0.0","56.888888888888886","0.0","1.420662493191788e-20","7.365424695952825e-16","8.18380521772536e-18","5","0","5","0.0625","0.0625"
"group_21579","","hypothetical protein","0","97","106","128","0.0","56.888888888888886","0.0","1.420662493191788e-20","7.365424695952825e-16","8.18380521772536e-18","5","0","5","0.0625","0.0625"
"group_22922","","hypothetical protein","0","97","106","128","0.0","56.888888888888886","0.0","1.420662493191788e-20","7.365424695952825e-16","8.18380521772536e-18","5","0","5","0.0625","0.0625"
"ygcG","","putative protein","93","79","13","146","87.73584905660378","64.88888888888889","13.221032132424538","1.64965740290661e-20","8.55264880536932e-16","9.398515170735517e-18","15","9","6","0.6072387695312501","0.6072387695312501"
"cbtA_1","","CP4-44 prophage; toxin of the CbtA-CbeA toxin-antitoxin system","89","69","17","156","83.9622641509434","69.33333333333334","11.836317135549873","1.7412596080755706e-20","9.027560438067797e-16","9.812565693551952e-18","22","17","11","0.016900539398193356","1.0"
"mhpA","","3-(3-hydroxyphenyl)propionate 2-hydroxylase","102","108","4","117","96.22641509433963","52.0","27.625","2.3004553075048036e-20","1.1926710541758655e-15","1.2824419937374898e-17","12","9","3","0.14599609375000003","0.14599609375000003"
"mhpR","","MhpR transcriptional activator","103","113","3","112","97.16981132075472","49.77777777777778","34.02949852507375","2.502659650061338e-20","1.2975038955743008e-15","1.3642900812781915e-17","7","4","3","0.9999999999999998","0.9999999999999998"
"rraB","","ribonuclease E inhibitor protein B","104","118","2","107","98.11320754716981","47.55555555555556","47.152542372881356","2.5262194580520085e-20","1.3097184780270638e-15","1.3642900812781915e-17","6","4","2","0.6875000000000002","0.6875000000000002"
"ygcG_1","","putative protein","2","107","104","118","1.8867924528301887","52.44444444444445","0.021207764198418404","2.5262194580520085e-20","1.3097184780270638e-15","1.3642900812781915e-17","7","2","6","0.125","0.4531249999999996"
"group_7577","aroC","chorismate synthase","4","116","102","109","3.7735849056603774","48.44444444444444","0.03684922244759973","2.6084352740130618e-20","1.3523432678120718e-15","1.3941683173320328e-17","7","4","5","0.4531249999999996","0.9999999999999998"
"nemR_2","","NemR DNA-binding transcriptional repressor","75","41","31","184","70.75471698113208","81.77777777777779","10.85759244689221","2.711588339107606e-20","1.4058229744103384e-15","1.4345132391942227e-17","19","15","8","0.019210815429687503","0.6476058959960938"
"cbeA_1","","CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system","85","61","21","164","80.18867924528303","72.88888888888889","10.882123341139735","3.666149706356442e-20","1.900715315260497e-15","1.919914459859088e-17","23","18","11","0.0106220245361328","0.9999999999999998"
"group_16605","","hypothetical protein","48","8","58","217","45.28301886792453","96.44444444444444","22.448275862068964","4.5310420923477276e-20","2.3491187727776795e-15","2.3491187727776794e-17","16","9","7","0.8036193847656252","0.8036193847656252"
"waaI","","UDP-D-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase","7","126","99","99","6.60377358490566","44.0","0.05555555555555555","6.488684104294342e-20","3.3640582738714015e-15","3.3307507662093085e-17","10","6","7","0.3437499999999999","0.7539062500000002"
"group_16375","prfA_2","peptide chain release factor RF1","89","71","17","154","83.9622641509434","68.44444444444444","11.35542667771334","7.097278226274137e-20","3.6795838964118265e-15","3.607435192560614e-17","15","11","8","0.11846923828124997","0.9999999999999997"
"group_52932","sucB_2","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex","3","110","103","115","2.8301886792452833","51.11111111111111","0.030450132391879964","7.413369532088642e-20","3.843461433911356e-15","3.731515955253744e-17","3","2","1","1.0","1.0"
"panB","","3-methyl-2-oxobutanoate hydroxymethyltransferase monomer","102","111","4","114","96.22641509433963","50.66666666666667","26.18918918918919","8.26132431983918e-20","4.2830835936206226e-15","4.118349609250599e-17","4","3","3","0.625","0.625"
"group_26469","","hypothetical protein","1","100","105","125","0.9433962264150944","55.55555555555556","0.011904761904761904","8.925260134459479e-20","4.627301116710517e-15","4.406953444486207e-17","3","1","2","1.0","1.0"
"group_5867","","hypothetical protein","45","6","61","219","42.45283018867924","97.33333333333334","26.92622950819672","9.182340313352988e-20","4.760584335457857e-15","4.491117297601752e-17","20","16","5","0.011817932128906248","0.04138946533203125"
"group_11307","","hypothetical protein","81","54","25","171","76.41509433962264","76.0","10.26","1.0330015133326492e-19","5.35559634587312e-15","5.005230229787963e-17","20","12","11","0.5034446716308595","0.8238029479980463"
"ygcG_2","","putative protein","1","99","105","126","0.9433962264150944","56.00000000000001","0.012121212121212121","1.2012469881516395e-19","6.227865010072175e-15","5.766541675992755e-17","7","1","6","0.125","0.125"
"mhpB","","3-(2,3-dihydroxyphenyl)propionate dioxygenase monomer","101","107","5","118","95.28301886792453","52.44444444444445","22.276635514018693","1.361076616492387e-19","7.0565017182047804e-15","6.473854787343835e-17","13","10","4","0.09228515625000003","0.26684570312499983"
"group_14679","","hypothetical protein","2","105","104","120","1.8867924528301887","53.333333333333336","0.02197802197802198","1.4275741399043794e-19","7.401258128334255e-15","6.608266186012728e-17","4","2","3","0.625","1.0"
"group_49550","","hypothetical protein","2","105","104","120","1.8867924528301887","53.333333333333336","0.02197802197802198","1.4275741399043794e-19","7.401258128334255e-15","6.608266186012728e-17","4","2","3","0.625","1.0"
"ycbF","","putative periplasmic pilin chaperone","2","105","104","120","1.8867924528301887","53.333333333333336","0.02197802197802198","1.4275741399043794e-19","7.401258128334255e-15","6.608266186012728e-17","5","2","3","1.0","1.0"
"group_52328","sdhB","succinate dehydrogenase iron-sulfur protein","2","104","104","121","1.8867924528301887","53.77777777777778","0.022374260355029586","1.605316159100496e-19","8.322761626856521e-15","7.365275775979222e-17","3","1","2","1.0","1.0"
"group_11474","","hypothetical protein","5","117","101","108","4.716981132075472","48.0","0.0456968773800457","1.6262855830559794e-19","8.431477605353725e-15","7.396032987152391e-17","5","3","3","1.0","1.0"
"sdhC","","succinate dehydrogenase membrane protein","103","116","3","109","97.16981132075472","48.44444444444444","32.26149425287356","1.6956188190378697e-19","8.790935767301835e-15","7.644291971566813e-17","4","2","2","1.0","1.0"
"ycbV","","putative fimbrial-like adhesin protein","4","113","102","112","3.7735849056603774","49.77777777777778","0.038868644803053964","1.7722701735249675e-19","9.188334714640193e-15","7.656945595533494e-17","4","2","3","0.625","1.0"
"group_19159","fimC_1","periplasmic chaperone, required for type 1 fimbriae","4","113","102","112","3.7735849056603774","49.77777777777778","0.038868644803053964","1.7722701735249675e-19","9.188334714640193e-15","7.656945595533494e-17","4","2","3","0.625","1.0"
"fimI_2","","fimbrial protein","4","113","102","112","3.7735849056603774","49.77777777777778","0.038868644803053964","1.7722701735249675e-19","9.188334714640193e-15","7.656945595533494e-17","4","2","3","0.625","1.0"
"group_5406","gadB_1","glutamate decarboxylase B subunit","4","113","102","112","3.7735849056603774","49.77777777777778","0.038868644803053964","1.7722701735249675e-19","9.188334714640193e-15","7.656945595533494e-17","11","2","9","0.06542968749999997","0.06542968749999997"
"gadB_2","","glutamate decarboxylase B subunit","4","113","102","112","3.7735849056603774","49.77777777777778","0.038868644803053964","1.7722701735249675e-19","9.188334714640193e-15","7.656945595533494e-17","14","4","12","0.012939453124999998","0.17956542968750003"
"prfA_2","","peptide chain release factor RF1","18","155","88","70","16.9811320754717","31.11111111111111","0.09237536656891496","1.9802469104351213e-19","1.0266590107150887e-14","8.41918668733687e-17","16","8","12","0.076812744140625","1.0"
"group_7317","","hypothetical protein","79","51","27","174","74.52830188679245","77.33333333333333","9.982570806100219","1.9811761517120228e-19","1.0271407758550981e-14","8.41918668733687e-17","21","11","12","0.6636238098144525","1.0"
"yafT","","putative aminopeptidase","0","92","106","133","0.0","59.111111111111114","0.0","2.1322154002549645e-19","1.1054470742621863e-14","8.98737458749745e-17","5","0","5","0.0625","0.0625"
